model,split,paper_id,generation,n_relations,n_failed,min_prob,mean_prob,abstract_words,n_rare,error_rate,L0_strict,L1_rate10,L2_rate20,L3_rate33,L4_rate50,L5_unfiltered,D_dynamic
qwen3_4b,train,15858223,generation_2,9,6,0.0047466275282204,0.3607397271941105,144,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,train,15858223,generation_3,9,6,0.0043733995407819,0.35371909187071854,162,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,train,15859361,generation_1,7,1,0.0014663047622889,0.8125095240705248,196,2,0.14285714285714285,False,False,True,True,True,True,False
qwen3_4b,train,15859361,generation_2,7,1,0.0016666648443788,0.8415183084019061,187,2,0.14285714285714285,False,False,True,True,True,True,False
qwen3_4b,train,15859361,generation_3,7,2,0.0122605357319116,0.7201277924967664,177,2,0.2857142857142857,False,False,False,True,True,True,False
qwen3_4b,train,15893386,generation_1,1,0,0.9813058972358704,0.9813058972358704,167,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,15893386,generation_2,1,0,0.9772325158119202,0.9772325158119202,127,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,15893386,generation_3,1,0,0.9803187251091005,0.9803187251091005,128,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,15897593,generation_1,21,1,0.0420749001204967,0.9375144234370618,224,2,0.047619047619047616,False,True,True,True,True,True,True
qwen3_4b,train,15897593,generation_2,21,2,0.0047518294304609,0.88477321572247,238,2,0.09523809523809523,False,True,True,True,True,True,True
qwen3_4b,train,15897593,generation_3,21,3,0.0003719806845765,0.8384274557950752,211,2,0.14285714285714285,False,False,True,True,True,True,False
qwen3_4b,train,15957009,generation_1,12,6,0.0080908434465527,0.5796650086995214,186,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,15957009,generation_2,12,2,0.0224932897835969,0.7950204103253782,214,0,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,train,15957009,generation_3,12,1,0.0382831022143363,0.8180219028145075,249,0,0.08333333333333333,False,True,True,True,True,True,True
qwen3_4b,train,15970799,generation_1,13,0,0.5508537292480469,0.9579618114691514,202,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,15970799,generation_2,13,0,0.9805725812911988,0.9927343772007868,161,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,15970799,generation_3,13,3,0.0047591375187039,0.7760182056002892,227,0,0.23076923076923078,False,False,False,True,True,True,False
qwen3_4b,train,15983230,generation_1,14,1,0.0002055929799098,0.9130912136939254,148,0,0.07142857142857142,False,True,True,True,True,True,True
qwen3_4b,train,15983230,generation_2,14,0,0.8297590613365173,0.9786968614373889,174,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,15983230,generation_3,14,1,0.2387978434562683,0.9098450371197292,186,0,0.07142857142857142,False,True,True,True,True,True,True
qwen3_4b,train,16001362,generation_1,4,0,0.7146689295768738,0.9202977865934372,159,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16001362,generation_2,4,1,0.2190893739461898,0.7896705232560635,208,0,0.25,False,False,False,True,True,True,False
qwen3_4b,train,16001362,generation_3,4,2,0.0436267964541912,0.5403240984305739,190,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,16005363,generation_1,1,0,0.9960297346115112,0.9960297346115112,127,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16005363,generation_2,1,0,0.9961469173431396,0.9961469173431396,148,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16005363,generation_3,1,0,0.9959797859191896,0.9959797859191896,138,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16120104,generation_1,1,0,0.99052232503891,0.99052232503891,158,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16120104,generation_2,1,0,0.9894763231277466,0.9894763231277466,149,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16120104,generation_3,1,0,0.9933187961578368,0.9933187961578368,150,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16157158,generation_1,2,0,0.9869869351387024,0.9903497695922852,197,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16157158,generation_2,2,0,0.9902995824813844,0.9919952750205994,286,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16157158,generation_3,2,0,0.9886882901191713,0.9912655651569366,148,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16158428,generation_1,3,0,0.9957244396209716,0.9961685538291931,152,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16158428,generation_2,3,0,0.9953846335411072,0.9958768884340922,169,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16158428,generation_3,3,0,0.9949352145195008,0.9958864251772562,142,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16160878,generation_1,7,3,0.014421877451241,0.547933546161013,160,0,0.42857142857142855,False,False,False,False,True,True,False
qwen3_4b,train,16160878,generation_2,7,3,0.0101310815662145,0.5502382737717458,156,0,0.42857142857142855,False,False,False,False,True,True,False
qwen3_4b,train,16160878,generation_3,7,2,0.0161829013377428,0.6888282131403685,143,0,0.2857142857142857,False,False,False,True,True,True,False
qwen3_4b,train,16167916,generation_1,7,0,0.6725672483444214,0.9099196110452924,213,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16167916,generation_2,7,2,0.0191380456089973,0.6802129458103862,236,0,0.2857142857142857,False,False,False,True,True,True,False
qwen3_4b,train,16167916,generation_3,7,3,0.007436903193593,0.5905353884611811,220,0,0.42857142857142855,False,False,False,False,True,True,False
qwen3_4b,train,16200390,generation_1,1,0,0.6162086129188538,0.6162086129188538,145,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16200390,generation_2,1,0,0.727415144443512,0.727415144443512,152,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16200390,generation_3,1,0,0.9531891942024232,0.9531891942024232,140,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16288197,generation_1,10,2,0.0002026147412834,0.7875117932635476,197,0,0.2,False,False,True,True,True,True,False
qwen3_4b,train,16288197,generation_2,10,0,0.9760268330574036,0.9941196799278259,217,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16288197,generation_3,10,2,0.0002139595453627,0.7915970434580231,178,0,0.2,False,False,True,True,True,True,False
qwen3_4b,train,16288199,generation_1,4,0,0.989395797252655,0.991082563996315,169,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16288199,generation_2,4,0,0.9833736419677734,0.9890817701816559,174,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16288199,generation_3,4,0,0.9914904236793518,0.9923017024993896,178,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16309808,generation_1,6,5,0.0033656512387096,0.1895731986345102,166,1,0.8333333333333334,False,False,False,False,False,True,False
qwen3_4b,train,16309808,generation_2,6,5,0.0074328146874904,0.27435924493086833,181,1,0.8333333333333334,False,False,False,False,False,True,False
qwen3_4b,train,16309808,generation_3,6,5,0.0205357540398836,0.2432815640543898,183,1,0.8333333333333334,False,False,False,False,False,True,False
qwen3_4b,train,16321363,generation_1,3,0,0.9576715230941772,0.9747407039006551,166,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16321363,generation_2,3,0,0.9666537642478944,0.9860412677129111,200,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16321363,generation_3,3,0,0.9301003813743592,0.9738989273707072,204,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16364460,generation_1,5,2,0.0066489912569522,0.602080961316824,167,0,0.4,False,False,False,False,True,True,False
qwen3_4b,train,16364460,generation_2,5,2,0.0428925119340419,0.5920510716736316,192,0,0.4,False,False,False,False,True,True,False
qwen3_4b,train,16364460,generation_3,5,2,0.1723977923393249,0.6657925724983216,168,0,0.4,False,False,False,False,True,True,False
qwen3_4b,train,16369751,generation_1,11,8,0.0025567694101482,0.32212025898678054,227,1,0.7272727272727273,False,False,False,False,False,True,False
qwen3_4b,train,16369751,generation_2,11,7,0.0010883248178288,0.4013703126269816,186,1,0.6363636363636364,False,False,False,False,False,True,False
qwen3_4b,train,16369751,generation_3,11,6,0.0002168872742913,0.44900562334805727,239,1,0.5454545454545454,False,False,False,False,False,True,False
qwen3_4b,train,16391785,generation_1,7,4,0.0003214567841496,0.4251075595841809,164,0,0.5714285714285714,False,False,False,False,False,True,False
qwen3_4b,train,16391785,generation_2,7,5,0.0008895479259081,0.28728074895583894,177,0,0.7142857142857143,False,False,False,False,False,True,False
qwen3_4b,train,16391785,generation_3,7,4,0.0002725298108998,0.3859406994930135,208,0,0.5714285714285714,False,False,False,False,False,True,False
qwen3_4b,train,16410744,generation_1,5,2,0.0247992016375064,0.609355728328228,149,0,0.4,False,False,False,False,True,True,False
qwen3_4b,train,16410744,generation_2,5,2,0.0738177895545959,0.6443727642297744,178,0,0.4,False,False,False,False,True,True,False
qwen3_4b,train,16410744,generation_3,5,2,0.0334238298237323,0.6147035650908946,151,0,0.4,False,False,False,False,True,True,False
qwen3_4b,train,16412238,generation_1,5,1,0.0202294830232858,0.7993551541119814,119,0,0.2,False,False,True,True,True,True,False
qwen3_4b,train,16412238,generation_2,5,1,0.0313504710793495,0.7992381766438484,139,0,0.2,False,False,True,True,True,True,False
qwen3_4b,train,16412238,generation_3,5,1,0.0200625602155923,0.7988460291177034,155,0,0.2,False,False,True,True,True,True,False
qwen3_4b,train,16418600,generation_1,1,0,0.9970425963401794,0.9970425963401794,145,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16418600,generation_2,1,0,0.9958143830299376,0.9958143830299376,162,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16418600,generation_3,1,0,0.9945054650306702,0.9945054650306702,208,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16506214,generation_1,8,1,0.0045353285968303,0.8666691123507917,140,1,0.125,False,False,True,True,True,True,False
qwen3_4b,train,16506214,generation_2,8,1,0.0066172736696898,0.8609619470662437,136,1,0.125,False,False,True,True,True,True,False
qwen3_4b,train,16506214,generation_3,8,1,0.0071480865590274,0.8622052147402428,182,1,0.125,False,False,True,True,True,True,False
qwen3_4b,train,16541406,generation_1,2,0,0.9943233728408812,0.9944256842136382,157,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16541406,generation_2,2,0,0.9952665567398072,0.9952866733074188,154,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16541406,generation_3,2,0,0.9947392344474792,0.9948409795761108,135,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16543197,generation_1,6,0,0.9898275136947632,0.9942878484725952,201,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16543197,generation_2,6,0,0.9899976849555968,0.9942092100779215,270,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16543197,generation_3,6,0,0.9935994148254396,0.9954170187314352,186,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16574712,generation_1,2,2,0.013883102685213,0.01862359885126345,163,0,1.0,False,False,False,False,False,True,False
qwen3_4b,train,16574712,generation_2,2,2,0.0081162825226783,0.01250464189797635,198,0,1.0,False,False,False,False,False,True,False
qwen3_4b,train,16574712,generation_3,2,2,0.0126851489767432,0.0147829880006611,183,0,1.0,False,False,False,False,False,True,False
qwen3_4b,train,16574713,generation_1,6,2,0.0005327185499481,0.7289828810511002,145,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,train,16574713,generation_2,6,0,0.7309264540672302,0.944691797097524,185,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16574713,generation_3,6,1,0.1034723222255706,0.8349595715602239,161,0,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,train,16575011,generation_1,6,0,0.9731225967407228,0.9847874542077383,196,2,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16575011,generation_2,6,2,0.1788244694471359,0.7249529312054316,241,2,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,train,16575011,generation_3,6,0,0.9101646542549132,0.9723623295625051,158,2,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16584858,generation_1,41,1,0.0133263897150754,0.9481105858505499,285,0,0.024390243902439025,False,True,True,True,True,True,True
qwen3_4b,train,16584858,generation_2,41,3,0.0012854646192863,0.9108618461816549,213,0,0.07317073170731707,False,True,True,True,True,True,False
qwen3_4b,train,16584858,generation_3,41,2,0.3623122274875641,0.9368424168447169,293,0,0.04878048780487805,False,True,True,True,True,True,True
qwen3_4b,train,16586083,generation_1,7,0,0.8542734384536743,0.9646918518202645,179,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16586083,generation_2,7,0,0.9665765762329102,0.9776985730443682,187,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16586083,generation_3,7,0,0.8331723213195801,0.9607010994638715,205,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16596970,generation_1,3,0,0.9746525287628174,0.977326234181722,118,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16596970,generation_2,3,2,0.0152301518246531,0.311854927179714,132,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,train,16596970,generation_3,3,0,0.9781618118286132,0.9790561397870382,141,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16634859,generation_1,1,0,0.9780435562133788,0.9780435562133788,141,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16634859,generation_2,1,0,0.9779224395751952,0.9779224395751952,200,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16634859,generation_3,1,0,0.980834662914276,0.980834662914276,167,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16720068,generation_1,38,10,0.0046652662567794,0.7170569437776545,298,1,0.2631578947368421,False,False,False,True,True,True,False
qwen3_4b,train,16720068,generation_2,38,22,0.0016310014761984,0.41873507376907293,202,1,0.5789473684210527,False,False,False,False,False,True,False
qwen3_4b,train,16720068,generation_3,38,21,0.0045099384151399,0.4454248049786608,242,1,0.5526315789473685,False,False,False,False,False,True,False
qwen3_4b,train,16725121,generation_1,19,9,0.000251040502917,0.5488597389041004,253,0,0.47368421052631576,False,False,False,False,True,True,False
qwen3_4b,train,16725121,generation_2,19,7,0.0215031243860721,0.6472517744098839,248,0,0.3684210526315789,False,False,False,False,True,True,False
qwen3_4b,train,16725121,generation_3,19,7,0.0003294704074505,0.6431137097855466,265,0,0.3684210526315789,False,False,False,False,True,True,False
qwen3_4b,train,16737910,generation_1,2,0,0.9524736404418944,0.9751060009002686,160,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16737910,generation_2,2,0,0.9920148849487304,0.994762897491455,120,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16737910,generation_3,2,0,0.9893769025802612,0.993374228477478,132,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16755009,generation_1,9,1,0.0263525061309337,0.8630690289040407,167,0,0.1111111111111111,False,False,True,True,True,True,True
qwen3_4b,train,16755009,generation_2,9,1,0.0272705797106027,0.8751531733820835,156,0,0.1111111111111111,False,False,True,True,True,True,True
qwen3_4b,train,16755009,generation_3,9,1,0.0343299247324466,0.8758704964485433,175,0,0.1111111111111111,False,False,True,True,True,True,True
qwen3_4b,train,16781314,generation_1,3,0,0.9950714111328124,0.9960419734319051,186,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16781314,generation_2,3,0,0.9949504137039183,0.9968137145042419,144,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16781314,generation_3,3,0,0.9948134422302246,0.9965519507726034,172,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16786513,generation_1,7,4,0.0068590566515922,0.4482827146670648,173,0,0.5714285714285714,False,False,False,False,False,True,False
qwen3_4b,train,16786513,generation_2,7,4,0.0002045586152235,0.43166581069817767,201,0,0.5714285714285714,False,False,False,False,False,True,False
qwen3_4b,train,16786513,generation_3,7,1,0.0070478958077728,0.8448213004241032,202,0,0.14285714285714285,False,False,True,True,True,True,False
qwen3_4b,train,16801510,generation_1,5,3,0.0087534440681338,0.40424077175557616,204,0,0.6,False,False,False,False,False,True,False
qwen3_4b,train,16801510,generation_2,5,3,0.006205475423485,0.4031574326567352,258,0,0.6,False,False,False,False,False,True,False
qwen3_4b,train,16801510,generation_3,5,3,0.0067394524812698,0.4597730016335845,192,0,0.6,False,False,False,False,False,True,False
qwen3_4b,train,16810074,generation_1,12,7,0.0036534171085804,0.44073227752232924,225,0,0.5833333333333334,False,False,False,False,False,True,False
qwen3_4b,train,16810074,generation_2,12,8,0.0203940216451883,0.42177383508533234,246,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,train,16810074,generation_3,12,6,0.0141536779701709,0.5419708716993531,201,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,16822828,generation_1,1,0,0.9903882145881652,0.9903882145881652,158,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16822828,generation_2,1,0,0.9923766255378724,0.9923766255378724,156,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16822828,generation_3,1,0,0.9959027171134948,0.9959027171134948,159,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16843501,generation_1,2,0,0.987855851650238,0.9921135008335114,167,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16843501,generation_2,2,0,0.9911062121391296,0.9939371645450592,117,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16843501,generation_3,2,0,0.9932109713554382,0.9953919053077698,132,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16904497,generation_1,11,7,0.0008314038277603,0.3639592854941094,223,0,0.6363636363636364,False,False,False,False,False,True,False
qwen3_4b,train,16904497,generation_2,11,7,0.0002803873212542,0.35915705167942424,160,0,0.6363636363636364,False,False,False,False,False,True,False
qwen3_4b,train,16904497,generation_3,11,7,0.0003920432936865,0.36049977260038507,151,0,0.6363636363636364,False,False,False,False,False,True,False
qwen3_4b,train,16920333,generation_1,3,0,0.9457419514656068,0.9723899960517883,171,3,0.0,True,True,True,True,True,True,True
qwen3_4b,train,16920333,generation_2,3,1,0.0679360032081604,0.6534557541211445,161,3,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,train,16920333,generation_3,3,0,0.7245001196861267,0.8973989884058634,142,3,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17000021,generation_1,7,0,0.7290783524513245,0.926544325692313,130,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17000021,generation_2,7,0,0.8270389437675476,0.9641672372817993,179,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17000021,generation_3,7,0,0.7339799404144287,0.9488704204559326,156,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17003357,generation_1,3,0,0.9301807284355164,0.9700491031010946,149,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17003357,generation_2,3,0,0.9225001931190492,0.9664549231529236,123,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17003357,generation_3,3,1,0.4833571016788482,0.8214270770549774,135,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,train,17006606,generation_1,7,1,0.189155101776123,0.8738302418163845,186,0,0.14285714285714285,False,False,True,True,True,True,False
qwen3_4b,train,17006606,generation_2,7,1,0.0406214036047458,0.8402658706264836,193,0,0.14285714285714285,False,False,True,True,True,True,False
qwen3_4b,train,17006606,generation_3,7,1,0.3421168923377991,0.8952567321913583,188,0,0.14285714285714285,False,False,True,True,True,True,False
qwen3_4b,train,17033686,generation_1,9,0,0.969290554523468,0.9930870334307352,162,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17033686,generation_2,9,1,0.0521563403308391,0.8902706516285738,147,0,0.1111111111111111,False,False,True,True,True,True,True
qwen3_4b,train,17033686,generation_3,9,0,0.845089852809906,0.9785042073991563,197,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17035713,generation_1,11,5,0.0077339755371212,0.5379616171968254,242,0,0.45454545454545453,False,False,False,False,True,True,False
qwen3_4b,train,17035713,generation_2,11,9,0.0002811012091115,0.24565840047911144,167,0,0.8181818181818182,False,False,False,False,False,True,False
qwen3_4b,train,17035713,generation_3,11,9,0.0008457755320705,0.24561824497703288,181,0,0.8181818181818182,False,False,False,False,False,True,False
qwen3_4b,train,17042910,generation_1,11,3,0.0012087678769603,0.6978198808554391,156,0,0.2727272727272727,False,False,False,True,True,True,False
qwen3_4b,train,17042910,generation_2,11,3,0.0065265637822449,0.7012288828211074,178,0,0.2727272727272727,False,False,False,True,True,True,False
qwen3_4b,train,17042910,generation_3,11,3,0.0150142675265669,0.6851895518431609,187,0,0.2727272727272727,False,False,False,True,True,True,False
qwen3_4b,train,17065198,generation_1,3,0,0.989582657814026,0.9928993384043375,188,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17065198,generation_2,3,0,0.9802068471908568,0.9899727900822958,161,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17065198,generation_3,3,0,0.9809958338737488,0.9903278350830078,157,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17074608,generation_1,3,2,0.0118272611871361,0.3275975066547592,149,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,train,17074608,generation_2,3,2,0.0228455569595098,0.34410401744147134,158,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,train,17074608,generation_3,3,2,0.0316338799893856,0.34180758769313496,160,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,train,17083016,generation_1,6,1,0.0001980652014026,0.815695404834211,176,3,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,train,17083016,generation_2,6,1,0.000198901121621,0.8257056773412236,148,3,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,train,17083016,generation_3,6,1,0.0009065316990017,0.8267510044388473,156,3,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,train,1711760,generation_1,1,0,0.9797877073287964,0.9797877073287964,139,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,1711760,generation_2,1,0,0.9804980754852296,0.9804980754852296,148,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,1711760,generation_3,1,0,0.979328989982605,0.979328989982605,169,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17177139,generation_1,8,2,0.0068155964836478,0.713429716299288,190,0,0.25,False,False,False,True,True,True,False
qwen3_4b,train,17177139,generation_2,8,2,0.0043765753507614,0.7420887839980423,183,0,0.25,False,False,False,True,True,True,False
qwen3_4b,train,17177139,generation_3,8,4,0.012669357471168,0.549277157173492,186,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,17185386,generation_1,3,0,0.9190871715545654,0.9698238968849182,126,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17185386,generation_2,3,1,0.0016612957697361,0.6622763855848461,153,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,train,17185386,generation_3,3,1,0.0555209927260875,0.6740209398170313,123,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,train,17192049,generation_1,2,1,0.0182401575148105,0.5077196676284075,138,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,17192049,generation_2,2,1,0.0216769222170114,0.5095687629655002,227,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,17192049,generation_3,2,1,0.016854977235198,0.5070367334410548,137,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,17194457,generation_1,10,4,0.014046486467123,0.5427806999534368,187,0,0.4,False,False,False,False,True,True,False
qwen3_4b,train,17194457,generation_2,10,3,0.0193281024694442,0.6856916978955269,162,0,0.3,False,False,False,True,True,True,False
qwen3_4b,train,17194457,generation_3,10,5,0.022815378382802,0.49375691656023263,254,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,17221831,generation_1,6,0,0.5578218102455139,0.8667502601941427,173,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17221831,generation_2,6,1,0.0937498435378074,0.8383773900568485,183,0,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,train,17221831,generation_3,6,0,0.6419981122016907,0.9338347315788269,162,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17244258,generation_1,8,0,0.6882847547531128,0.9438575729727745,207,2,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17244258,generation_2,8,0,0.7661591172218323,0.947904646396637,195,2,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17244258,generation_3,8,0,0.6454975008964539,0.9044873490929604,219,2,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17250663,generation_1,2,0,0.980248749256134,0.9873829483985901,166,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17250663,generation_2,2,0,0.9773874878883362,0.9858369827270508,143,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17250663,generation_3,2,0,0.9785239696502686,0.9863660931587219,128,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17273972,generation_1,2,1,0.0007310594664886,0.49428058095509186,163,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,17273972,generation_2,2,1,0.00069010007428,0.4161183523538057,159,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,17273972,generation_3,2,1,0.0038558121304959,0.49663951375987375,122,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,17286451,generation_1,2,0,0.99499773979187,0.9950256645679474,150,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17286451,generation_2,2,0,0.9947426319122314,0.9948214590549469,161,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17286451,generation_3,2,0,0.9945663213729858,0.9948487281799316,151,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17304550,generation_1,6,0,0.8619001507759094,0.968427817026774,162,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17304550,generation_2,6,0,0.9911632537841796,0.9959812859694163,125,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17304550,generation_3,6,0,0.9882001876831056,0.9945755898952484,177,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17318851,generation_1,25,10,0.0002238257438875,0.5859707048122073,181,0,0.4,False,False,False,False,True,True,False
qwen3_4b,train,17318851,generation_2,25,12,0.0002523074508644,0.5210715566249564,212,0,0.48,False,False,False,False,True,True,False
qwen3_4b,train,17318851,generation_3,25,10,0.0002105551538988,0.5958720445452491,219,0,0.4,False,False,False,False,True,True,False
qwen3_4b,train,17327131,generation_1,1,0,0.9889694452285768,0.9889694452285768,137,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17327131,generation_2,1,0,0.9865455031394958,0.9865455031394958,138,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17327131,generation_3,1,0,0.9837915897369384,0.9837915897369384,133,0,0.0,True,True,True,True,True,True,True
qwen3_4b,train,17344330,generation_1,6,1,0.0234531331807374,0.818095249744753,190,1,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,train,17344330,generation_2,6,1,0.0244637057185173,0.8148205764591694,225,1,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,train,17344330,generation_3,6,1,0.0652575865387916,0.8240190011759599,156,1,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,train,17351238,generation_1,4,1,0.0090838996693491,0.6170231632422655,201,0,0.25,False,False,False,True,True,True,False
qwen3_4b,train,17351238,generation_2,4,2,0.0595042295753955,0.5779883610084653,195,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,17351238,generation_3,4,2,0.3927383720874786,0.7012907639145851,139,0,0.5,False,False,False,False,True,True,False
qwen3_4b,train,17379047,generation_1,6,2,0.025732709094882,0.6651298922176162,145,1,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,train,17379047,generation_2,6,2,0.0220120064914226,0.6656219611565272,175,1,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,train,17379047,generation_3,6,2,0.0030055502429604,0.6597551406982044,205,1,0.3333333333333333,False,False,False,False,True,True,False
