model,split,paper_id,generation,n_relations,n_rare,n_failed,min_prob,mean_prob,num_relations_meta,abstract_words,allowed,passed
qwen3_4b,test,27464336,generation_3,14,0,6,0.0001875188318081,0.5621801382814218,14,171,2,False
qwen3_4b,test,27798239,generation_1,15,0,7,0.0100222481414675,0.6137951673939824,15,156,2,False
qwen3_4b,test,27798239,generation_2,15,0,3,0.0125078037381172,0.7559303072591622,15,172,2,False
qwen3_4b,test,27798239,generation_3,15,0,4,0.016293067485094,0.6962610753873985,15,217,2,False
qwen3_4b,test,27959387,generation_1,31,0,16,0.0003026246849913,0.45170635762605665,31,220,2,False
qwen3_4b,test,27959387,generation_2,31,0,18,0.000436799833551,0.4064566377295001,31,253,2,False
qwen3_4b,test,27959387,generation_3,31,0,20,0.0002446719154249,0.41453787020403854,31,194,2,False
qwen3_4b,test,27993978,generation_1,5,0,4,0.0002960109850391,0.26653592090588063,5,183,0,False
qwen3_4b,test,27993978,generation_2,5,0,2,0.0042449319735169,0.48033034410327674,5,203,0,False
qwen3_4b,test,27993978,generation_3,5,0,2,0.0004129331500735,0.5954818058002275,5,206,0,False
qwen3_4b,test,28068934,generation_1,4,0,0,0.9731797575950624,0.986099049448967,4,182,0,True
qwen3_4b,test,28068934,generation_2,4,0,0,0.9911059737205504,0.9933634847402573,4,151,0,True
qwen3_4b,test,28068934,generation_3,4,0,0,0.9912638664245604,0.9926168769598007,4,115,0,True
qwen3_4b,test,28481876,generation_1,8,1,2,0.0006585649680346,0.6442696867015911,8,215,0,False
qwen3_4b,test,28481876,generation_2,8,1,2,0.0040869377553462,0.682850235607475,8,179,0,False
qwen3_4b,test,28481876,generation_3,8,1,2,0.0009406341705471,0.6264898877416272,8,176,0,False
qwen3_4b,test,28684635,generation_1,8,0,3,0.035672266036272,0.6419332828372717,8,249,0,False
qwen3_4b,test,28684635,generation_2,8,0,4,0.001137601211667,0.49932562292087823,8,189,0,False
qwen3_4b,test,28684635,generation_3,8,0,2,0.0037947911769151,0.7306192487012595,8,242,0,False
qwen3_4b,test,28846666,generation_1,43,0,19,0.0001963632385013,0.557942006193835,43,262,2,False
qwen3_4b,test,28846666,generation_2,43,0,22,0.000181751398486,0.4832170658943184,43,199,2,False
qwen3_4b,test,28846666,generation_3,43,0,18,0.0001821842743083,0.5894480031464238,43,270,2,False
qwen3_4b,test,8829135,generation_1,12,4,1,0.0176567491143941,0.5867264942886928,12,230,1,True
qwen3_4b,test,8829135,generation_2,12,4,2,0.000219516135985,0.49697426288670005,12,222,1,False
qwen3_4b,test,8829135,generation_3,12,4,1,0.0004588798910845,0.5724219438222159,12,220,1,True
qwen3_4b,test,9672936,generation_1,2,0,1,0.0078051285818219,0.49755660677328706,2,144,0,False
qwen3_4b,test,9672936,generation_2,2,0,1,0.0071834046393632,0.3075039247050881,2,162,0,False
qwen3_4b,test,9672936,generation_3,2,0,1,0.0065306681208312,0.4969971308019012,2,126,0,False
qwen3_4b,train,10491763,generation_1,3,0,0,0.9589823484420776,0.9806368748346964,3,159,0,True
qwen3_4b,train,10491763,generation_2,3,0,0,0.8590530157089233,0.9451115727424622,3,165,0,True
qwen3_4b,train,10491763,generation_3,3,0,0,0.5415237545967102,0.8392359813054403,3,179,0,True
qwen3_4b,train,10661407,generation_1,1,1,0,0.0379798039793968,0.0379798039793968,1,156,0,True
qwen3_4b,train,10661407,generation_2,1,1,0,0.2326703369617462,0.2326703369617462,1,152,0,True
qwen3_4b,train,10661407,generation_3,1,1,0,0.1893713325262069,0.1893713325262069,1,145,0,True
qwen3_4b,train,10788334,generation_1,8,0,3,0.0084353508427739,0.6248561018146574,8,157,0,False
qwen3_4b,train,10788334,generation_2,8,0,1,0.0093803256750106,0.809548756107688,8,182,0,False
qwen3_4b,train,10788334,generation_3,8,0,3,0.0186880175024271,0.5954691295046359,8,204,0,False
qwen3_4b,train,11009181,generation_1,4,0,0,0.9653127193450928,0.9775915741920471,4,195,0,True
qwen3_4b,train,11009181,generation_2,4,0,0,0.9776586890220642,0.9813042879104614,4,154,0,True
qwen3_4b,train,11009181,generation_3,4,0,0,0.923700749874115,0.966009259223938,4,145,0,True
qwen3_4b,train,11054569,generation_1,5,0,0,0.9812594056129456,0.9852985858917236,5,101,0,True
qwen3_4b,train,11054569,generation_2,5,0,0,0.9845343828201294,0.9873839497566224,5,147,0,True
qwen3_4b,train,11054569,generation_3,5,0,0,0.982822597026825,0.9859403848648072,5,86,0,True
qwen3_4b,train,11773892,generation_1,6,0,0,0.6381978392601013,0.8872303068637848,6,177,0,True
qwen3_4b,train,11773892,generation_2,6,0,1,0.1453410536050796,0.7980692113439242,6,158,0,False
qwen3_4b,train,11773892,generation_3,6,0,0,0.7743625640869141,0.9365548690160116,6,206,0,True
qwen3_4b,train,12442272,generation_1,2,0,1,0.0173663850873708,0.5066072819754481,2,141,0,False
qwen3_4b,train,12442272,generation_2,2,0,1,0.0293300915509462,0.5123216295614839,2,193,0,False
qwen3_4b,train,12442272,generation_3,2,0,1,0.022075705230236,0.5090085230767726,2,150,0,False
qwen3_4b,train,1353340,generation_1,2,0,1,0.0025134661700576,0.4993615437997505,2,207,0,False
qwen3_4b,train,1353340,generation_2,2,0,1,0.0029352335259318,0.4995484068058431,2,165,0,False
qwen3_4b,train,1353340,generation_3,2,0,1,0.0036743662785738,0.4996244203066453,2,149,0,False
qwen3_4b,train,14722929,generation_1,1,0,0,0.9959461092948914,0.9959461092948914,1,159,0,True
qwen3_4b,train,14722929,generation_2,1,0,0,0.9961736798286438,0.9961736798286438,1,143,0,True
qwen3_4b,train,14722929,generation_3,1,0,0,0.9967660903930664,0.9967660903930664,1,145,0,True
qwen3_4b,train,15033202,generation_1,1,0,0,0.996127188205719,0.996127188205719,1,136,0,True
qwen3_4b,train,15033202,generation_2,1,0,0,0.9960083961486816,0.9960083961486816,1,122,0,True
qwen3_4b,train,15033202,generation_3,1,0,0,0.9954223036766052,0.9954223036766052,1,173,0,True
qwen3_4b,train,15042318,generation_1,5,0,3,0.0003346197481732,0.393054585129721,5,140,0,False
qwen3_4b,train,15042318,generation_2,5,0,3,0.000328865047777,0.39391957240295594,5,132,0,False
qwen3_4b,train,15042318,generation_3,5,0,3,0.0003974106512032,0.3939598469936755,5,145,0,False
qwen3_4b,train,15064320,generation_1,3,0,1,0.0004211290506646,0.6640601629624143,3,166,0,False
qwen3_4b,train,15064320,generation_2,3,0,0,0.9019182324409484,0.9507301449775696,3,154,0,True
qwen3_4b,train,15064320,generation_3,3,0,0,0.9880425930023192,0.991939107577006,3,160,0,True
qwen3_4b,train,15075188,generation_1,19,0,4,0.0828550457954406,0.7507265645422434,19,266,2,False
qwen3_4b,train,15075188,generation_2,19,0,7,0.00985589902848,0.6061097249682796,19,241,2,False
qwen3_4b,train,15075188,generation_3,19,0,4,0.0214172042906284,0.7554306284965653,19,234,2,False
qwen3_4b,train,15099351,generation_1,6,0,3,0.013278747908771,0.5108297493619224,6,168,0,False
qwen3_4b,train,15099351,generation_2,6,0,2,0.0095464149489998,0.6658608691456417,6,185,0,False
qwen3_4b,train,15099351,generation_3,6,0,3,0.0120285023003816,0.5155667883033553,6,198,0,False
qwen3_4b,train,15122708,generation_1,6,0,0,0.9903627038002014,0.9940833449363708,6,202,0,True
qwen3_4b,train,15122708,generation_2,6,0,0,0.9854084849357604,0.9904980063438414,6,132,0,True
qwen3_4b,train,15122708,generation_3,6,0,1,0.0060396566987037,0.8304614586134752,6,173,0,False
qwen3_4b,train,15122711,generation_1,9,0,0,0.9888131022453308,0.9952869150373671,9,185,1,True
qwen3_4b,train,15122711,generation_2,9,0,0,0.9100708365440368,0.984022749794854,9,195,1,True
qwen3_4b,train,15122711,generation_3,9,0,0,0.9888730645179749,0.9950518740548028,9,201,1,True
qwen3_4b,train,15145918,generation_1,16,0,8,0.0004806302022188,0.5234496700577438,16,236,2,False
qwen3_4b,train,15145918,generation_2,16,0,6,0.0003844888415187,0.6188269346457673,16,249,2,False
qwen3_4b,train,15145918,generation_3,16,0,5,0.0183509979397058,0.6892268707742915,16,200,2,False
qwen3_4b,train,15177686,generation_1,1,0,1,0.0002288527175551,0.0002288527175551,1,159,0,False
qwen3_4b,train,15177686,generation_2,1,0,1,0.0002213532861787,0.0002213532861787,1,136,0,False
qwen3_4b,train,15177686,generation_3,1,0,1,0.0002172596141463,0.0002172596141463,1,151,0,False
qwen3_4b,train,15184369,generation_1,4,0,3,0.0213732253760099,0.3012132910080254,4,142,0,False
qwen3_4b,train,15184369,generation_2,4,0,2,0.0103219011798501,0.4330189193133265,4,171,0,False
qwen3_4b,train,15184369,generation_3,4,0,3,0.084552563726902,0.360956035554409,4,146,0,False
qwen3_4b,train,15188772,generation_1,4,0,1,0.0424394905567169,0.7475012019276619,4,198,0,False
qwen3_4b,train,15188772,generation_2,4,0,2,0.0132588688284158,0.4464157782495021,4,163,0,False
qwen3_4b,train,15188772,generation_3,4,0,0,0.9412562251091005,0.9702041149139404,4,158,0,True
qwen3_4b,train,15191352,generation_1,6,0,1,0.0241462104022502,0.8274916528413693,6,181,0,False
qwen3_4b,train,15191352,generation_2,6,0,2,0.0030053313821554,0.6650496049939344,6,154,0,False
qwen3_4b,train,15191352,generation_3,6,0,2,0.0006285706767812,0.6640840456141935,6,143,0,False
qwen3_4b,train,15198485,generation_1,4,0,0,0.9203124046325684,0.9695617854595184,4,159,0,True
qwen3_4b,train,15198485,generation_2,4,0,0,0.976969599723816,0.986741304397583,4,138,0,True
qwen3_4b,train,15198485,generation_3,4,0,0,0.9750000834465028,0.9870552420616151,4,138,0,True
qwen3_4b,train,15200408,generation_1,6,0,0,0.8904517889022827,0.9706562360127767,6,157,0,True
qwen3_4b,train,15200408,generation_2,6,0,0,0.9887869954109192,0.9941487908363342,6,235,0,True
qwen3_4b,train,15200408,generation_3,6,0,2,0.0039390181191265,0.6636912599982073,6,182,0,False
qwen3_4b,train,15241482,generation_1,2,0,0,0.993599772453308,0.9956154227256774,2,220,0,True
qwen3_4b,train,15241482,generation_2,2,0,0,0.9886416792869568,0.9929255247116089,2,189,0,True
qwen3_4b,train,15241482,generation_3,2,0,0,0.9936876893043518,0.9957142770290375,2,212,0,True
qwen3_4b,train,15266215,generation_1,6,1,2,0.065647967159748,0.5681660274664561,6,154,0,False
qwen3_4b,train,15266215,generation_2,6,1,2,0.0781254544854164,0.5786599591374397,6,161,0,False
qwen3_4b,train,15266215,generation_3,6,1,1,0.0600702837109565,0.6385237375895182,6,160,0,False
qwen3_4b,train,15278670,generation_1,8,0,1,0.0038679651916027,0.8190561360679567,8,251,0,False
qwen3_4b,train,15278670,generation_2,8,0,3,0.0059442943893373,0.6160444036941044,8,241,0,False
qwen3_4b,train,15278670,generation_3,8,0,6,0.0078405104577541,0.3311601735185832,8,251,0,False
qwen3_4b,train,15459183,generation_1,6,0,2,0.0191721487790346,0.6684399731457233,6,167,0,False
qwen3_4b,train,15459183,generation_2,6,0,1,0.0135411648079752,0.818493873346597,6,157,0,False
qwen3_4b,train,15459183,generation_3,6,0,2,0.0086475824937224,0.6767087055680653,6,177,0,False
qwen3_4b,train,15523499,generation_1,12,0,1,0.1848141700029373,0.8631762030224005,12,145,1,True
qwen3_4b,train,15523499,generation_2,12,0,6,0.0036630418617278,0.5031977307711107,12,152,1,False
qwen3_4b,train,15523499,generation_3,12,0,0,0.5496345162391663,0.8714926540851593,12,185,1,True
qwen3_4b,train,15599941,generation_1,4,0,1,0.1047688648104667,0.7718391846865416,4,168,0,False
qwen3_4b,train,15599941,generation_2,4,0,1,0.0050262408331036,0.7476139564532787,4,162,0,False
qwen3_4b,train,15599941,generation_3,4,0,1,0.0063446727581322,0.7481383226113394,4,169,0,False
qwen3_4b,train,15602202,generation_1,4,0,0,0.955583393573761,0.9715583473443985,4,157,0,True
qwen3_4b,train,15602202,generation_2,4,0,0,0.9674316048622132,0.9748005867004395,4,166,0,True
qwen3_4b,train,15602202,generation_3,4,0,0,0.8975636959075928,0.9598546922206879,4,166,0,True
qwen3_4b,train,15609295,generation_1,8,3,1,0.0004498213238548,0.48848188763440703,8,174,0,False
qwen3_4b,train,15609295,generation_2,8,3,0,0.0003191044088453,0.8157272836833727,8,193,0,True
qwen3_4b,train,15609295,generation_3,8,3,1,0.0003784069267567,0.7933568366970576,8,190,0,False
qwen3_4b,train,15614572,generation_1,15,0,1,0.4557606875896454,0.9284159481525421,15,234,2,True
qwen3_4b,train,15614572,generation_2,15,0,3,0.0138314422219991,0.7708162893851598,15,228,2,False
qwen3_4b,train,15614572,generation_3,15,0,2,0.0006051893578842,0.8212203088294093,15,215,2,True
qwen3_4b,train,15623763,generation_1,11,0,7,0.0008730169502086,0.4215482100685635,11,192,1,False
qwen3_4b,train,15623763,generation_2,11,0,2,0.0084695639088749,0.7948080705140125,11,246,1,False
qwen3_4b,train,15623763,generation_3,11,0,7,0.0003571251581888,0.3967278115610084,11,217,1,False
qwen3_4b,train,15630069,generation_1,17,3,1,0.0002573632227722,0.6837524996389059,17,224,2,True
qwen3_4b,train,15630069,generation_2,17,3,4,0.0002849245502147,0.5880643904743278,17,226,2,False
qwen3_4b,train,15630069,generation_3,17,3,1,0.0002431867324048,0.7144456917089615,17,252,2,True
qwen3_4b,train,15649253,generation_1,4,0,1,0.0353539213538169,0.624846687540412,4,152,0,False
qwen3_4b,train,15649253,generation_2,4,0,2,0.0111455060541629,0.5253597507253289,4,128,0,False
qwen3_4b,train,15649253,generation_3,4,0,1,0.0964754298329353,0.685628117993474,4,155,0,False
qwen3_4b,train,15686794,generation_1,3,0,1,0.0278364084661006,0.5366868066291014,3,209,0,False
qwen3_4b,train,15686794,generation_2,3,0,2,0.0357696004211902,0.36601996545990306,3,243,0,False
qwen3_4b,train,15686794,generation_3,3,0,2,0.0527531579136848,0.49185519665479654,3,156,0,False
qwen3_4b,train,15748645,generation_1,3,0,0,0.673744261264801,0.868330160776774,3,159,0,True
qwen3_4b,train,15748645,generation_2,3,0,2,0.0245885290205478,0.417868128667275,3,142,0,False
qwen3_4b,train,15748645,generation_3,3,0,0,0.957221746444702,0.9719042778015137,3,171,0,True
qwen3_4b,train,15749661,generation_1,14,0,1,0.0005953520303592,0.9171861212151791,14,222,2,True
qwen3_4b,train,15749661,generation_2,14,0,1,0.0004396720614749,0.8920706956435295,14,195,2,True
qwen3_4b,train,15749661,generation_3,14,0,2,0.0022289687767624,0.847658526451726,14,174,2,True
qwen3_4b,train,15755837,generation_1,5,0,0,0.9452351927757264,0.9773732542991638,5,177,0,True
qwen3_4b,train,15755837,generation_2,5,0,0,0.9054242372512816,0.9689203500747681,5,172,0,True
qwen3_4b,train,15755837,generation_3,5,0,1,0.3527362048625946,0.8609010636806488,5,176,0,False
qwen3_4b,train,15770495,generation_1,8,0,0,0.8426972031593323,0.9690693840384483,8,173,0,True
qwen3_4b,train,15770495,generation_2,8,0,1,0.2274315953254699,0.8821427822113037,8,169,0,False
qwen3_4b,train,15770495,generation_3,8,0,0,0.9967843294143676,0.9974057525396347,8,195,0,True
qwen3_4b,train,15807692,generation_1,1,0,0,0.9953226447105408,0.9953226447105408,1,165,0,True
qwen3_4b,train,15807692,generation_2,1,0,0,0.994496762752533,0.994496762752533,1,155,0,True
qwen3_4b,train,15807692,generation_3,1,0,0,0.9947106838226318,0.9947106838226318,1,175,0,True
qwen3_4b,train,15814629,generation_1,4,0,0,0.9875311255455016,0.9932429790496826,4,154,0,True
qwen3_4b,train,15814629,generation_2,4,0,0,0.9924709796905518,0.9945334643125534,4,190,0,True
qwen3_4b,train,15814629,generation_3,4,0,0,0.9938660264015198,0.9950540065765381,4,170,0,True
qwen3_4b,train,15817013,generation_1,3,0,2,0.0052704834379255,0.331868276776125,3,169,0,False
qwen3_4b,train,15817013,generation_2,3,0,2,0.0067450981587171,0.2828907035291195,3,198,0,False
qwen3_4b,train,15817013,generation_3,3,0,2,0.0030485610477626,0.33084078521157306,3,167,0,False
qwen3_4b,train,15851735,generation_1,2,0,0,0.9781378507614136,0.9865076839923859,2,142,0,True
qwen3_4b,train,15851735,generation_2,2,0,0,0.97349351644516,0.9846976399421692,2,143,0,True
qwen3_4b,train,15851735,generation_3,2,0,0,0.9621173739433287,0.978455901145935,2,174,0,True
qwen3_4b,train,15858223,generation_1,9,0,6,0.0042999414727091,0.3279507089302771,9,207,1,False
qwen3_4b,train,15858223,generation_2,9,0,6,0.0047466275282204,0.3607397271941105,9,144,1,False
qwen3_4b,train,15858223,generation_3,9,0,6,0.0043733995407819,0.35371909187071854,9,162,1,False
qwen3_4b,train,15859361,generation_1,9,2,1,0.0014663047622889,0.6340109328998046,9,196,1,True
qwen3_4b,train,15859361,generation_2,9,2,1,0.0007861935882829,0.6559945687121298,9,187,1,True
qwen3_4b,train,15859361,generation_3,9,2,2,0.0019082532962784,0.5635001445577169,9,177,1,False
qwen3_4b,train,15893386,generation_1,1,0,0,0.9813058972358704,0.9813058972358704,1,167,0,True
qwen3_4b,train,15893386,generation_2,1,0,0,0.9772325158119202,0.9772325158119202,1,127,0,True
qwen3_4b,train,15893386,generation_3,1,0,0,0.9803187251091005,0.9803187251091005,1,128,0,True
qwen3_4b,train,15897593,generation_1,23,2,1,0.0002987329498864,0.8560269957221032,23,224,2,True
qwen3_4b,train,15897593,generation_2,23,2,2,0.0003307834558654,0.80786890975888,23,238,2,True
qwen3_4b,train,15897593,generation_3,23,2,3,0.0003719806845765,0.765559311777748,23,211,2,False
qwen3_4b,train,15957009,generation_1,12,0,6,0.0080908434465527,0.5796650086995214,12,186,1,False
qwen3_4b,train,15957009,generation_2,12,0,2,0.0224932897835969,0.7950204103253782,12,214,1,False
qwen3_4b,train,15957009,generation_3,12,0,1,0.0382831022143363,0.8180219028145075,12,249,1,True
qwen3_4b,train,15970799,generation_1,13,0,0,0.5508537292480469,0.9579618114691514,13,202,2,True
qwen3_4b,train,15970799,generation_2,13,0,0,0.9805725812911988,0.9927343772007868,13,161,2,True
qwen3_4b,train,15970799,generation_3,13,0,3,0.0047591375187039,0.7760182056002892,13,227,2,False
qwen3_4b,train,15983230,generation_1,14,0,1,0.0002055929799098,0.9130912136939254,14,148,2,True
qwen3_4b,train,15983230,generation_2,14,0,0,0.8297590613365173,0.9786968614373889,14,174,2,True
qwen3_4b,train,15983230,generation_3,14,0,1,0.2387978434562683,0.9098450371197292,14,186,2,True
qwen3_4b,train,16001362,generation_1,4,0,0,0.7146689295768738,0.9202977865934372,4,159,0,True
qwen3_4b,train,16001362,generation_2,4,0,1,0.2190893739461898,0.7896705232560635,4,208,0,False
qwen3_4b,train,16001362,generation_3,4,0,2,0.0436267964541912,0.5403240984305739,4,190,0,False
qwen3_4b,train,16005363,generation_1,1,0,0,0.9960297346115112,0.9960297346115112,1,127,0,True
qwen3_4b,train,16005363,generation_2,1,0,0,0.9961469173431396,0.9961469173431396,1,148,0,True
qwen3_4b,train,16005363,generation_3,1,0,0,0.9959797859191896,0.9959797859191896,1,138,0,True
qwen3_4b,train,16120104,generation_1,1,0,0,0.99052232503891,0.99052232503891,1,158,0,True
qwen3_4b,train,16120104,generation_2,1,0,0,0.9894763231277466,0.9894763231277466,1,149,0,True
qwen3_4b,train,16120104,generation_3,1,0,0,0.9933187961578368,0.9933187961578368,1,150,0,True
qwen3_4b,train,16157158,generation_1,2,0,0,0.9869869351387024,0.9903497695922852,2,197,0,True
qwen3_4b,train,16157158,generation_2,2,0,0,0.9902995824813844,0.9919952750205994,2,286,0,True
qwen3_4b,train,16157158,generation_3,2,0,0,0.9886882901191713,0.9912655651569366,2,148,0,True
qwen3_4b,train,16158428,generation_1,3,0,0,0.9957244396209716,0.9961685538291931,3,152,0,True
qwen3_4b,train,16158428,generation_2,3,0,0,0.9953846335411072,0.9958768884340922,3,169,0,True
qwen3_4b,train,16158428,generation_3,3,0,0,0.9949352145195008,0.9958864251772562,3,142,0,True
qwen3_4b,train,16160878,generation_1,7,0,3,0.014421877451241,0.547933546161013,7,160,0,False
qwen3_4b,train,16160878,generation_2,7,0,3,0.0101310815662145,0.5502382737717458,7,156,0,False
qwen3_4b,train,16160878,generation_3,7,0,2,0.0161829013377428,0.6888282131403685,7,143,0,False
qwen3_4b,train,16167916,generation_1,7,0,0,0.6725672483444214,0.9099196110452924,7,213,0,True
qwen3_4b,train,16167916,generation_2,7,0,2,0.0191380456089973,0.6802129458103862,7,236,0,False
qwen3_4b,train,16167916,generation_3,7,0,3,0.007436903193593,0.5905353884611811,7,220,0,False
qwen3_4b,train,16200390,generation_1,1,0,0,0.6162086129188538,0.6162086129188538,1,145,0,True
qwen3_4b,train,16200390,generation_2,1,0,0,0.727415144443512,0.727415144443512,1,152,0,True
qwen3_4b,train,16200390,generation_3,1,0,0,0.9531891942024232,0.9531891942024232,1,140,0,True
qwen3_4b,train,16288197,generation_1,10,0,2,0.0002026147412834,0.7875117932635476,10,197,1,False
qwen3_4b,train,16288197,generation_2,10,0,0,0.9760268330574036,0.9941196799278259,10,217,1,True
qwen3_4b,train,16288197,generation_3,10,0,2,0.0002139595453627,0.7915970434580231,10,178,1,False
qwen3_4b,train,16288199,generation_1,4,0,0,0.989395797252655,0.991082563996315,4,169,0,True
qwen3_4b,train,16288199,generation_2,4,0,0,0.9833736419677734,0.9890817701816559,4,174,0,True
qwen3_4b,train,16288199,generation_3,4,0,0,0.9914904236793518,0.9923017024993896,4,178,0,True
qwen3_4b,train,16309808,generation_1,7,1,5,0.0033656512387096,0.18084028582753872,7,166,0,False
qwen3_4b,train,16309808,generation_2,7,1,5,0.0007641780539415,0.2352742353770216,7,181,0,False
qwen3_4b,train,16309808,generation_3,7,1,5,0.0205357540398836,0.295652501018984,7,183,0,False
qwen3_4b,train,16321363,generation_1,3,0,0,0.9576715230941772,0.9747407039006551,3,166,0,True
qwen3_4b,train,16321363,generation_2,3,0,0,0.9666537642478944,0.9860412677129111,3,200,0,True
qwen3_4b,train,16321363,generation_3,3,0,0,0.9301003813743592,0.9738989273707072,3,204,0,True
qwen3_4b,train,16364460,generation_1,5,0,2,0.0066489912569522,0.602080961316824,5,167,0,False
qwen3_4b,train,16364460,generation_2,5,0,2,0.0428925119340419,0.5920510716736316,5,192,0,False
qwen3_4b,train,16364460,generation_3,5,0,2,0.1723977923393249,0.6657925724983216,5,168,0,False
qwen3_4b,train,16369751,generation_1,12,1,8,0.0025567694101482,0.29662302173286054,12,227,1,False
qwen3_4b,train,16369751,generation_2,12,1,7,0.0010883248178288,0.375230898411246,12,186,1,False
qwen3_4b,train,16369751,generation_3,12,1,6,0.0002168872742913,0.41374047108304995,12,239,1,False
qwen3_4b,train,16391785,generation_1,7,0,4,0.0003214567841496,0.4251075595841809,7,164,0,False
qwen3_4b,train,16391785,generation_2,7,0,5,0.0008895479259081,0.28728074895583894,7,177,0,False
qwen3_4b,train,16391785,generation_3,7,0,4,0.0002725298108998,0.3859406994930135,7,208,0,False
qwen3_4b,train,16410744,generation_1,5,0,2,0.0247992016375064,0.609355728328228,5,149,0,False
qwen3_4b,train,16410744,generation_2,5,0,2,0.0738177895545959,0.6443727642297744,5,178,0,False
qwen3_4b,train,16410744,generation_3,5,0,2,0.0334238298237323,0.6147035650908946,5,151,0,False
qwen3_4b,train,16412238,generation_1,5,0,1,0.0202294830232858,0.7993551541119814,5,119,0,False
qwen3_4b,train,16412238,generation_2,5,0,1,0.0313504710793495,0.7992381766438484,5,139,0,False
qwen3_4b,train,16412238,generation_3,5,0,1,0.0200625602155923,0.7988460291177034,5,155,0,False
qwen3_4b,train,16418600,generation_1,1,0,0,0.9970425963401794,0.9970425963401794,1,145,0,True
qwen3_4b,train,16418600,generation_2,1,0,0,0.9958143830299376,0.9958143830299376,1,162,0,True
qwen3_4b,train,16418600,generation_3,1,0,0,0.9945054650306702,0.9945054650306702,1,208,0,True
qwen3_4b,train,16506214,generation_1,9,1,1,0.0045353285968303,0.7758086154030429,9,140,1,True
qwen3_4b,train,16506214,generation_2,9,1,1,0.0066172736696898,0.7797096251096163,9,136,1,True
qwen3_4b,train,16506214,generation_3,9,1,1,0.0071480865590274,0.874324858136889,9,182,1,True
qwen3_4b,train,16541406,generation_1,2,0,0,0.9943233728408812,0.9944256842136382,2,157,0,True
qwen3_4b,train,16541406,generation_2,2,0,0,0.9952665567398072,0.9952866733074188,2,154,0,True
qwen3_4b,train,16541406,generation_3,2,0,0,0.9947392344474792,0.9948409795761108,2,135,0,True
qwen3_4b,train,16543197,generation_1,6,0,0,0.9898275136947632,0.9942878484725952,6,201,0,True
qwen3_4b,train,16543197,generation_2,6,0,0,0.9899976849555968,0.9942092100779215,6,270,0,True
qwen3_4b,train,16543197,generation_3,6,0,0,0.9935994148254396,0.9954170187314352,6,186,0,True
qwen3_4b,train,16574712,generation_1,2,0,2,0.013883102685213,0.01862359885126345,2,163,0,False
qwen3_4b,train,16574712,generation_2,2,0,2,0.0081162825226783,0.01250464189797635,2,198,0,False
qwen3_4b,train,16574712,generation_3,2,0,2,0.0126851489767432,0.0147829880006611,2,183,0,False
qwen3_4b,train,16574713,generation_1,6,0,2,0.0005327185499481,0.7289828810511002,6,145,0,False
qwen3_4b,train,16574713,generation_2,6,0,0,0.7309264540672302,0.944691797097524,6,185,0,True
qwen3_4b,train,16574713,generation_3,6,0,1,0.1034723222255706,0.8349595715602239,6,161,0,False
qwen3_4b,train,16575011,generation_1,8,2,0,0.0020655791740864,0.7430871737597045,8,196,0,True
qwen3_4b,train,16575011,generation_2,8,2,2,0.003976325970143,0.562790458498057,8,241,0,False
qwen3_4b,train,16575011,generation_3,8,2,0,0.0021702172234654,0.7580318596446887,8,158,0,True
qwen3_4b,train,16584858,generation_1,41,0,1,0.0133263897150754,0.9481105858505499,41,285,2,True
qwen3_4b,train,16584858,generation_2,41,0,3,0.0012854646192863,0.9108618461816549,41,213,2,False
qwen3_4b,train,16584858,generation_3,41,0,2,0.3623122274875641,0.9368424168447169,41,293,2,True
qwen3_4b,train,16586083,generation_1,7,0,0,0.8542734384536743,0.9646918518202645,7,179,0,True
qwen3_4b,train,16586083,generation_2,7,0,0,0.9665765762329102,0.9776985730443682,7,187,0,True
qwen3_4b,train,16586083,generation_3,7,0,0,0.8331723213195801,0.9607010994638715,7,205,0,True
qwen3_4b,train,16596970,generation_1,3,0,0,0.9746525287628174,0.977326234181722,3,118,0,True
qwen3_4b,train,16596970,generation_2,3,0,2,0.0152301518246531,0.311854927179714,3,132,0,False
qwen3_4b,train,16596970,generation_3,3,0,0,0.9781618118286132,0.9790561397870382,3,141,0,True
qwen3_4b,train,16634859,generation_1,1,0,0,0.9780435562133788,0.9780435562133788,1,141,0,True
qwen3_4b,train,16634859,generation_2,1,0,0,0.9779224395751952,0.9779224395751952,1,200,0,True
qwen3_4b,train,16634859,generation_3,1,0,0,0.980834662914276,0.980834662914276,1,167,0,True
qwen3_4b,train,16720068,generation_1,39,1,10,0.000261397100985,0.6986775707859451,39,298,2,False
qwen3_4b,train,16720068,generation_2,39,1,22,0.0006434451788663,0.40801477560009325,39,202,2,False
qwen3_4b,train,16720068,generation_3,39,1,21,0.0045099384151399,0.43524218419901073,39,242,2,False
qwen3_4b,train,16725121,generation_1,19,0,9,0.000251040502917,0.5488597389041004,19,253,2,False
qwen3_4b,train,16725121,generation_2,19,0,7,0.0215031243860721,0.6472517744098839,19,248,2,False
qwen3_4b,train,16725121,generation_3,19,0,7,0.0003294704074505,0.6431137097855466,19,265,2,False
qwen3_4b,train,16737910,generation_1,2,0,0,0.9524736404418944,0.9751060009002686,2,160,0,True
qwen3_4b,train,16737910,generation_2,2,0,0,0.9920148849487304,0.994762897491455,2,120,0,True
qwen3_4b,train,16737910,generation_3,2,0,0,0.9893769025802612,0.993374228477478,2,132,0,True
