model,split,paper_id,generation,failed_stated,n_stated,failed_implicit,n_implicit,failed_total,keep_stated_only,keep_norel_aware
qwen3_4b,train,17194457,generation_1,4,10,1,5,5,False,False
qwen3_4b,train,17194457,generation_2,3,10,1,5,4,False,False
qwen3_4b,train,17194457,generation_3,5,10,1,5,6,False,False
qwen3_4b,train,17221831,generation_1,0,6,0,4,0,True,True
qwen3_4b,train,17221831,generation_2,1,6,0,4,1,False,False
qwen3_4b,train,17221831,generation_3,0,6,0,4,0,True,True
qwen3_4b,train,17244258,generation_1,0,8,8,18,8,True,False
qwen3_4b,train,17244258,generation_2,0,8,9,18,9,True,False
qwen3_4b,train,17244258,generation_3,0,8,8,18,8,True,False
qwen3_4b,train,17250663,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,17250663,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,17250663,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,17273972,generation_1,1,2,1,1,2,False,False
qwen3_4b,train,17273972,generation_2,1,2,0,1,1,False,False
qwen3_4b,train,17273972,generation_3,1,2,0,1,1,False,False
qwen3_4b,train,17286451,generation_1,0,2,1,1,1,True,False
qwen3_4b,train,17286451,generation_2,0,2,1,1,1,True,False
qwen3_4b,train,17286451,generation_3,0,2,1,1,1,True,False
qwen3_4b,train,17304550,generation_1,0,6,4,15,4,True,False
qwen3_4b,train,17304550,generation_2,0,6,4,15,4,True,False
qwen3_4b,train,17304550,generation_3,0,6,3,15,3,True,False
qwen3_4b,train,17318851,generation_1,10,25,16,53,26,False,False
qwen3_4b,train,17318851,generation_2,12,25,15,53,27,False,False
qwen3_4b,train,17318851,generation_3,10,25,15,53,25,False,False
qwen3_4b,train,17327131,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,17327131,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,17327131,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,17344330,generation_1,1,6,5,14,6,False,False
qwen3_4b,train,17344330,generation_2,1,6,7,14,8,False,False
qwen3_4b,train,17344330,generation_3,1,6,8,14,9,False,False
qwen3_4b,train,17351238,generation_1,1,4,2,6,3,False,False
qwen3_4b,train,17351238,generation_2,2,4,1,6,3,False,False
qwen3_4b,train,17351238,generation_3,2,4,2,6,4,False,False
qwen3_4b,train,17379047,generation_1,2,6,0,3,2,False,False
qwen3_4b,train,17379047,generation_2,2,6,0,3,2,False,False
qwen3_4b,train,17379047,generation_3,2,6,0,3,2,False,False
qwen3_4b,train,17391797,generation_1,1,4,3,5,4,False,False
qwen3_4b,train,17391797,generation_2,1,4,4,5,5,False,False
qwen3_4b,train,17391797,generation_3,1,4,1,5,2,False,False
qwen3_4b,train,17439425,generation_1,5,8,12,28,17,False,False
qwen3_4b,train,17439425,generation_2,2,8,11,28,13,False,False
qwen3_4b,train,17439425,generation_3,3,8,11,28,14,False,False
qwen3_4b,train,17495183,generation_1,4,17,1,49,5,False,False
qwen3_4b,train,17495183,generation_2,5,17,1,49,6,False,False
qwen3_4b,train,17495183,generation_3,4,17,2,49,6,False,False
qwen3_4b,train,17572393,generation_1,1,10,5,11,6,False,False
qwen3_4b,train,17572393,generation_2,4,10,4,11,8,False,False
qwen3_4b,train,17572393,generation_3,3,10,4,11,7,False,False
qwen3_4b,train,17595233,generation_1,0,6,4,15,4,True,False
qwen3_4b,train,17595233,generation_2,1,6,4,15,5,False,False
qwen3_4b,train,17595233,generation_3,0,6,4,15,4,True,False
qwen3_4b,train,17615423,generation_1,4,12,4,21,8,False,False
qwen3_4b,train,17615423,generation_2,5,12,7,21,12,False,False
qwen3_4b,train,17615423,generation_3,5,12,6,21,11,False,False
qwen3_4b,train,17628794,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,17628794,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,17628794,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,17634480,generation_1,3,6,7,15,10,False,False
qwen3_4b,train,17634480,generation_2,3,6,7,15,10,False,False
qwen3_4b,train,17634480,generation_3,3,6,7,15,10,False,False
qwen3_4b,train,17639754,generation_1,1,3,0,0,1,False,False
qwen3_4b,train,17639754,generation_2,0,3,0,0,0,True,True
qwen3_4b,train,17639754,generation_3,0,3,0,0,0,True,True
qwen3_4b,train,17683901,generation_1,1,2,0,1,1,False,False
qwen3_4b,train,17683901,generation_2,1,2,0,1,1,False,False
qwen3_4b,train,17683901,generation_3,1,2,0,1,1,False,False
qwen3_4b,train,17854040,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,17854040,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,17854040,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,17877751,generation_1,1,5,1,5,2,False,False
qwen3_4b,train,17877751,generation_2,0,5,1,5,1,True,False
qwen3_4b,train,17877751,generation_3,0,5,1,5,1,True,False
qwen3_4b,train,17910065,generation_1,1,3,0,3,1,False,False
qwen3_4b,train,17910065,generation_2,1,3,0,3,1,False,False
qwen3_4b,train,17910065,generation_3,1,3,0,3,1,False,False
qwen3_4b,train,17951029,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,17951029,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,17951029,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,17959715,generation_1,2,8,0,7,2,False,False
qwen3_4b,train,17959715,generation_2,2,8,0,7,2,False,False
qwen3_4b,train,17959715,generation_3,2,8,0,7,2,False,False
qwen3_4b,train,17965424,generation_1,5,9,3,11,8,False,False
qwen3_4b,train,17965424,generation_2,4,9,3,11,7,False,False
qwen3_4b,train,17965424,generation_3,0,9,3,11,3,True,False
qwen3_4b,train,17975693,generation_1,1,3,0,3,1,False,False
qwen3_4b,train,17975693,generation_2,1,3,0,3,1,False,False
qwen3_4b,train,17975693,generation_3,1,3,0,3,1,False,False
qwen3_4b,train,18050247,generation_1,0,6,0,15,0,True,True
qwen3_4b,train,18050247,generation_2,1,6,0,15,1,False,False
qwen3_4b,train,18050247,generation_3,0,6,0,15,0,True,True
qwen3_4b,train,18083142,generation_1,0,16,22,39,22,True,False
qwen3_4b,train,18083142,generation_2,2,16,27,39,29,False,False
qwen3_4b,train,18083142,generation_3,1,16,22,39,23,False,False
qwen3_4b,train,18165598,generation_1,2,13,12,30,14,False,False
qwen3_4b,train,18165598,generation_2,3,13,14,30,17,False,False
qwen3_4b,train,18165598,generation_3,3,13,19,30,22,False,False
qwen3_4b,train,18166824,generation_1,0,8,0,7,0,True,True
qwen3_4b,train,18166824,generation_2,0,8,0,7,0,True,True
qwen3_4b,train,18166824,generation_3,0,8,0,7,0,True,True
qwen3_4b,train,18182964,generation_1,0,4,2,5,2,True,False
qwen3_4b,train,18182964,generation_2,0,4,2,5,2,True,False
qwen3_4b,train,18182964,generation_3,0,4,2,5,2,True,False
qwen3_4b,train,18189233,generation_1,1,5,1,10,2,False,False
qwen3_4b,train,18189233,generation_2,1,5,1,10,2,False,False
qwen3_4b,train,18189233,generation_3,1,5,1,10,2,False,False
qwen3_4b,train,18235024,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,18235024,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,18235024,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,18262054,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,18262054,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,18262054,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,18270997,generation_1,0,4,2,6,2,True,False
qwen3_4b,train,18270997,generation_2,0,4,1,6,1,True,False
qwen3_4b,train,18270997,generation_3,0,4,3,6,3,True,False
qwen3_4b,train,18310445,generation_1,27,36,9,156,36,False,False
qwen3_4b,train,18310445,generation_2,26,36,10,156,36,False,False
qwen3_4b,train,18310445,generation_3,27,36,13,156,40,False,False
qwen3_4b,train,18340638,generation_1,3,7,3,8,6,False,False
qwen3_4b,train,18340638,generation_2,3,7,4,8,7,False,False
qwen3_4b,train,18340638,generation_3,3,7,3,8,6,False,False
qwen3_4b,train,18356633,generation_1,5,8,7,20,12,False,False
qwen3_4b,train,18356633,generation_2,4,8,5,20,9,False,False
qwen3_4b,train,18356633,generation_3,4,8,7,20,11,False,False
qwen3_4b,train,18366737,generation_1,0,5,1,10,1,True,False
qwen3_4b,train,18366737,generation_2,0,5,0,10,0,True,True
qwen3_4b,train,18366737,generation_3,0,5,2,10,2,True,False
qwen3_4b,train,18397285,generation_1,0,3,1,3,1,True,False
qwen3_4b,train,18397285,generation_2,0,3,1,3,1,True,False
qwen3_4b,train,18397285,generation_3,0,3,1,3,1,True,False
qwen3_4b,train,18408250,generation_1,1,3,0,3,1,False,False
qwen3_4b,train,18408250,generation_2,1,3,0,3,1,False,False
qwen3_4b,train,18408250,generation_3,1,3,0,3,1,False,False
qwen3_4b,train,18410508,generation_1,4,12,4,9,8,False,False
qwen3_4b,train,18410508,generation_2,3,12,6,9,9,False,False
qwen3_4b,train,18410508,generation_3,5,12,4,9,9,False,False
qwen3_4b,train,18410548,generation_1,0,3,1,3,1,True,False
qwen3_4b,train,18410548,generation_2,0,3,1,3,1,True,False
qwen3_4b,train,18410548,generation_3,0,3,1,3,1,True,False
qwen3_4b,train,18422462,generation_1,0,8,14,29,14,True,False
qwen3_4b,train,18422462,generation_2,0,8,13,29,13,True,False
qwen3_4b,train,18422462,generation_3,0,8,13,29,13,True,False
qwen3_4b,train,18439317,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,18439317,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,18439317,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,18442015,generation_1,5,14,18,63,23,False,False
qwen3_4b,train,18442015,generation_2,5,14,19,63,24,False,False
qwen3_4b,train,18442015,generation_3,8,14,25,63,33,False,False
qwen3_4b,train,18470323,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,18470323,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,18470323,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,18483878,generation_1,3,7,0,8,3,False,False
qwen3_4b,train,18483878,generation_2,1,7,0,8,1,False,False
qwen3_4b,train,18483878,generation_3,1,7,0,8,1,False,False
qwen3_4b,train,18487244,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,18487244,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,18487244,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,18541230,generation_1,2,13,5,15,7,False,False
qwen3_4b,train,18541230,generation_2,1,13,4,15,5,False,False
qwen3_4b,train,18541230,generation_3,3,13,5,15,8,False,False
qwen3_4b,train,18544179,generation_1,1,8,8,35,9,False,False
qwen3_4b,train,18544179,generation_2,1,8,8,35,9,False,False
qwen3_4b,train,18544179,generation_3,1,8,8,35,9,False,False
qwen3_4b,train,18593936,generation_1,17,51,11,33,28,False,False
qwen3_4b,train,18593936,generation_2,13,51,6,33,19,False,False
qwen3_4b,train,18593936,generation_3,15,51,9,33,24,False,False
qwen3_4b,train,18631865,generation_1,2,6,5,8,7,False,False
qwen3_4b,train,18631865,generation_2,2,6,5,8,7,False,False
qwen3_4b,train,18631865,generation_3,3,6,5,8,8,False,False
qwen3_4b,train,18657397,generation_1,1,2,0,1,1,False,False
qwen3_4b,train,18657397,generation_2,1,2,0,1,1,False,False
qwen3_4b,train,18657397,generation_3,2,2,0,1,2,False,False
qwen3_4b,train,18672102,generation_1,0,24,0,21,0,True,True
qwen3_4b,train,18672102,generation_2,3,24,0,21,3,False,False
qwen3_4b,train,18672102,generation_3,4,24,0,21,4,False,False
qwen3_4b,train,18674790,generation_1,6,19,38,134,44,False,False
qwen3_4b,train,18674790,generation_2,9,19,35,134,44,False,False
qwen3_4b,train,18674790,generation_3,10,19,38,134,48,False,False
qwen3_4b,train,18681856,generation_1,1,6,0,4,1,False,False
qwen3_4b,train,18681856,generation_2,3,6,0,4,3,False,False
qwen3_4b,train,18681856,generation_3,3,6,0,4,3,False,False
qwen3_4b,train,18699851,generation_1,0,5,0,10,0,True,True
qwen3_4b,train,18699851,generation_2,0,5,1,10,1,True,False
qwen3_4b,train,18699851,generation_3,0,5,0,10,0,True,True
qwen3_4b,train,18752389,generation_1,7,16,15,49,22,False,False
qwen3_4b,train,18752389,generation_2,7,16,19,49,26,False,False
qwen3_4b,train,18752389,generation_3,6,16,24,49,30,False,False
qwen3_4b,train,18754075,generation_1,2,9,4,19,6,False,False
qwen3_4b,train,18754075,generation_2,1,9,4,19,5,False,False
qwen3_4b,train,18754075,generation_3,4,9,3,19,7,False,False
qwen3_4b,train,18768591,generation_1,3,24,43,112,46,False,False
qwen3_4b,train,18768591,generation_2,5,24,38,112,43,False,False
qwen3_4b,train,18768591,generation_3,9,24,38,112,47,False,False
qwen3_4b,train,18772193,generation_1,5,14,15,31,20,False,False
qwen3_4b,train,18772193,generation_2,6,14,17,31,23,False,False
qwen3_4b,train,18772193,generation_3,2,14,10,31,12,False,False
qwen3_4b,train,18779591,generation_1,1,8,5,12,6,False,False
qwen3_4b,train,18779591,generation_2,1,8,5,12,6,False,False
qwen3_4b,train,18779591,generation_3,2,8,5,12,7,False,False
qwen3_4b,train,18790087,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,18790087,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,18790087,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,18791947,generation_1,1,1,0,0,1,False,False
qwen3_4b,train,18791947,generation_2,1,1,0,0,1,False,False
qwen3_4b,train,18791947,generation_3,1,1,0,0,1,False,False
qwen3_4b,train,18808529,generation_1,3,12,16,43,19,False,False
qwen3_4b,train,18808529,generation_2,4,12,8,43,12,False,False
qwen3_4b,train,18808529,generation_3,1,12,13,43,14,False,False
qwen3_4b,train,18809400,generation_1,2,12,12,24,14,False,False
qwen3_4b,train,18809400,generation_2,2,12,13,24,15,False,False
qwen3_4b,train,18809400,generation_3,1,12,12,24,13,False,False
qwen3_4b,train,18827003,generation_1,2,9,18,26,20,False,False
qwen3_4b,train,18827003,generation_2,2,9,18,26,20,False,False
qwen3_4b,train,18827003,generation_3,2,9,19,26,21,False,False
qwen3_4b,train,18945288,generation_1,0,2,1,1,1,True,False
qwen3_4b,train,18945288,generation_2,0,2,1,1,1,True,False
qwen3_4b,train,18945288,generation_3,0,2,1,1,1,True,False
qwen3_4b,train,18945509,generation_1,4,8,2,9,6,False,False
qwen3_4b,train,18945509,generation_2,4,8,2,9,6,False,False
qwen3_4b,train,18945509,generation_3,3,8,2,9,5,False,False
qwen3_4b,train,18987260,generation_1,0,14,8,64,8,True,False
qwen3_4b,train,18987260,generation_2,0,14,11,64,11,True,False
qwen3_4b,train,18987260,generation_3,0,14,12,64,12,True,False
qwen3_4b,train,19037252,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,19037252,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,19037252,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,19048115,generation_1,0,11,9,24,9,True,False
qwen3_4b,train,19048115,generation_2,0,11,8,24,8,True,False
qwen3_4b,train,19048115,generation_3,0,11,8,24,8,True,False
qwen3_4b,train,19058010,generation_1,8,20,2,15,10,False,False
qwen3_4b,train,19058010,generation_2,10,20,1,15,11,False,False
qwen3_4b,train,19058010,generation_3,9,20,4,15,13,False,False
qwen3_4b,train,19067809,generation_1,2,6,0,4,2,False,False
qwen3_4b,train,19067809,generation_2,2,6,0,4,2,False,False
qwen3_4b,train,19067809,generation_3,1,6,0,4,1,False,False
qwen3_4b,train,19082493,generation_1,1,5,1,5,2,False,False
qwen3_4b,train,19082493,generation_2,2,5,2,5,4,False,False
qwen3_4b,train,19082493,generation_3,1,5,2,5,3,False,False
qwen3_4b,train,19101703,generation_1,1,3,0,0,1,False,False
qwen3_4b,train,19101703,generation_2,1,3,0,0,1,False,False
qwen3_4b,train,19101703,generation_3,0,3,0,0,0,True,True
qwen3_4b,train,19108278,generation_1,3,12,10,24,13,False,False
qwen3_4b,train,19108278,generation_2,3,12,12,24,15,False,False
qwen3_4b,train,19108278,generation_3,3,12,11,24,14,False,False
qwen3_4b,train,19110214,generation_1,0,6,5,9,5,True,False
qwen3_4b,train,19110214,generation_2,1,6,5,9,6,False,False
qwen3_4b,train,19110214,generation_3,0,6,4,9,4,True,False
qwen3_4b,train,19160446,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,19160446,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,19160446,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,19218574,generation_1,2,11,4,10,6,False,False
qwen3_4b,train,19218574,generation_2,1,11,2,10,3,False,False
qwen3_4b,train,19218574,generation_3,2,11,2,10,4,False,False
qwen3_4b,train,19234905,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,19234905,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,19234905,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,19306381,generation_1,33,38,5,392,38,False,False
qwen3_4b,train,19306381,generation_2,29,38,10,392,39,False,False
qwen3_4b,train,19306381,generation_3,30,38,10,392,40,False,False
qwen3_4b,train,19319147,generation_1,2,5,0,5,2,False,False
qwen3_4b,train,19319147,generation_2,2,5,0,5,2,False,False
qwen3_4b,train,19319147,generation_3,2,5,0,5,2,False,False
qwen3_4b,train,19346865,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,19346865,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,19346865,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,19365571,generation_1,0,3,0,0,0,True,True
qwen3_4b,train,19365571,generation_2,0,3,0,0,0,True,True
qwen3_4b,train,19365571,generation_3,0,3,0,0,0,True,True
qwen3_4b,train,19370764,generation_1,1,7,5,21,6,False,False
qwen3_4b,train,19370764,generation_2,2,7,4,21,6,False,False
qwen3_4b,train,19370764,generation_3,1,7,5,21,6,False,False
qwen3_4b,train,19445921,generation_1,3,16,6,75,9,False,False
qwen3_4b,train,19445921,generation_2,1,16,4,75,5,False,False
qwen3_4b,train,19445921,generation_3,3,16,9,75,12,False,False
qwen3_4b,train,19463742,generation_1,26,45,11,59,37,False,False
qwen3_4b,train,19463742,generation_2,27,45,12,59,39,False,False
qwen3_4b,train,19463742,generation_3,24,45,12,59,36,False,False
qwen3_4b,train,19508969,generation_1,2,28,1,27,3,False,False
qwen3_4b,train,19508969,generation_2,0,28,5,27,5,True,False
qwen3_4b,train,19508969,generation_3,0,28,2,27,2,True,False
qwen3_4b,train,19521089,generation_1,0,1,0,0,0,True,True
qwen3_4b,train,19521089,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,19521089,generation_3,0,1,0,0,0,True,True
qwen3_4b,train,19536134,generation_1,11,29,12,61,23,False,False
qwen3_4b,train,19536134,generation_2,11,29,15,61,26,False,False
qwen3_4b,train,19536134,generation_3,11,29,13,61,24,False,False
qwen3_4b,train,19549709,generation_1,0,5,1,5,1,True,False
qwen3_4b,train,19549709,generation_2,0,5,2,5,2,True,False
qwen3_4b,train,19549709,generation_3,0,5,1,5,1,True,False
qwen3_4b,train,19592582,generation_1,0,5,3,5,3,True,False
qwen3_4b,train,19592582,generation_2,1,5,2,5,3,False,False
qwen3_4b,train,19592582,generation_3,0,5,4,5,4,True,False
qwen3_4b,train,19631624,generation_1,5,8,0,7,5,False,False
qwen3_4b,train,19631624,generation_2,4,8,2,7,6,False,False
qwen3_4b,train,19631624,generation_3,4,8,1,7,5,False,False
qwen3_4b,train,19642243,generation_1,1,5,3,9,4,False,False
qwen3_4b,train,19642243,generation_2,0,5,3,9,3,True,False
qwen3_4b,train,19642243,generation_3,1,5,3,9,4,False,False
qwen3_4b,train,19672862,generation_1,2,22,12,23,14,False,False
qwen3_4b,train,19672862,generation_2,2,22,13,23,15,False,False
qwen3_4b,train,19672862,generation_3,3,22,12,23,15,False,False
qwen3_4b,train,19692487,generation_1,7,14,2,14,9,False,False
qwen3_4b,train,19692487,generation_2,6,14,4,14,10,False,False
qwen3_4b,train,19692487,generation_3,7,14,4,14,11,False,False
qwen3_4b,train,19696792,generation_1,2,8,2,13,4,False,False
qwen3_4b,train,19696792,generation_2,2,8,3,13,5,False,False
qwen3_4b,train,19696792,generation_3,2,8,4,13,6,False,False
qwen3_4b,train,19707748,generation_1,0,2,1,1,1,True,False
qwen3_4b,train,19707748,generation_2,0,2,1,1,1,True,False
qwen3_4b,train,19707748,generation_3,0,2,1,1,1,True,False
qwen3_4b,train,19719056,generation_1,1,2,2,4,3,False,False
qwen3_4b,train,19719056,generation_2,1,2,1,4,2,False,False
qwen3_4b,train,19719056,generation_3,1,2,2,4,3,False,False
qwen3_4b,train,19721134,generation_1,12,19,3,9,15,False,False
qwen3_4b,train,19721134,generation_2,16,19,5,9,21,False,False
qwen3_4b,train,19721134,generation_3,16,19,4,9,20,False,False
qwen3_4b,train,19728177,generation_1,0,3,0,3,0,True,True
qwen3_4b,train,19728177,generation_2,0,3,0,3,0,True,True
qwen3_4b,train,19728177,generation_3,0,3,0,3,0,True,True
qwen3_4b,train,19779499,generation_1,1,5,6,10,7,False,False
qwen3_4b,train,19779499,generation_2,1,5,6,10,7,False,False
qwen3_4b,train,19779499,generation_3,2,5,6,10,8,False,False
qwen3_4b,train,19811499,generation_1,7,20,6,60,13,False,False
qwen3_4b,train,19811499,generation_2,7,20,7,60,14,False,False
qwen3_4b,train,19811499,generation_3,11,20,8,60,19,False,False
qwen3_4b,train,19825989,generation_1,11,23,18,78,29,False,False
qwen3_4b,train,19825989,generation_2,16,23,16,78,32,False,False
qwen3_4b,train,19825989,generation_3,13,23,12,78,25,False,False
qwen3_4b,train,19841052,generation_1,1,2,0,1,1,False,False
qwen3_4b,train,19841052,generation_2,1,2,0,1,1,False,False
qwen3_4b,train,19841052,generation_3,1,2,0,1,1,False,False
qwen3_4b,train,19881468,generation_1,8,13,11,23,19,False,False
qwen3_4b,train,19881468,generation_2,6,13,7,23,13,False,False
qwen3_4b,train,19881468,generation_3,7,13,12,23,19,False,False
qwen3_4b,train,19889778,generation_1,3,4,0,2,3,False,False
qwen3_4b,train,19889778,generation_2,1,4,0,2,1,False,False
qwen3_4b,train,19889778,generation_3,3,4,0,2,3,False,False
qwen3_4b,train,19891556,generation_1,0,2,1,1,1,True,False
qwen3_4b,train,19891556,generation_2,0,2,1,1,1,True,False
qwen3_4b,train,19891556,generation_3,0,2,1,1,1,True,False
qwen3_4b,train,19918264,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,19918264,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,19918264,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,19923525,generation_1,2,6,2,4,4,False,False
qwen3_4b,train,19923525,generation_2,2,6,2,4,4,False,False
qwen3_4b,train,19923525,generation_3,2,6,2,4,4,False,False
qwen3_4b,train,19996135,generation_1,1,1,0,0,1,False,False
qwen3_4b,train,19996135,generation_2,0,1,0,0,0,True,True
qwen3_4b,train,19996135,generation_3,1,1,0,0,1,False,False
qwen3_4b,train,20005218,generation_1,1,4,1,3,2,False,False
qwen3_4b,train,20005218,generation_2,0,4,1,3,1,True,False
qwen3_4b,train,20005218,generation_3,0,4,1,3,1,True,False
qwen3_4b,train,20034406,generation_1,1,7,4,7,5,False,False
qwen3_4b,train,20034406,generation_2,1,7,4,7,5,False,False
qwen3_4b,train,20034406,generation_3,2,7,3,7,5,False,False
qwen3_4b,train,20046642,generation_1,16,21,6,33,22,False,False
qwen3_4b,train,20046642,generation_2,12,21,7,33,19,False,False
qwen3_4b,train,20046642,generation_3,11,21,4,33,15,False,False
qwen3_4b,train,20080916,generation_1,2,3,1,3,3,False,False
qwen3_4b,train,20080916,generation_2,2,3,1,3,3,False,False
qwen3_4b,train,20080916,generation_3,2,3,1,3,3,False,False
qwen3_4b,train,20080983,generation_1,1,3,0,0,1,False,False
qwen3_4b,train,20080983,generation_2,1,3,0,0,1,False,False
qwen3_4b,train,20080983,generation_3,1,3,0,0,1,False,False
qwen3_4b,train,20086182,generation_1,0,6,6,9,6,True,False
qwen3_4b,train,20086182,generation_2,1,6,6,9,7,False,False
qwen3_4b,train,20086182,generation_3,2,6,5,9,7,False,False
qwen3_4b,train,20105280,generation_1,7,17,27,74,34,False,False
qwen3_4b,train,20105280,generation_2,13,17,20,74,33,False,False
qwen3_4b,train,20105280,generation_3,8,17,32,74,40,False,False
qwen3_4b,train,20105310,generation_1,3,30,69,465,72,False,False
qwen3_4b,train,20105310,generation_2,1,30,74,465,75,False,False
qwen3_4b,train,20105310,generation_3,5,30,99,465,104,False,False
qwen3_4b,train,20129423,generation_1,0,2,0,1,0,True,True
qwen3_4b,train,20129423,generation_2,0,2,0,1,0,True,True
qwen3_4b,train,20129423,generation_3,0,2,0,1,0,True,True
qwen3_4b,train,20226780,generation_1,2,6,0,10,2,False,False
qwen3_4b,train,20226780,generation_2,1,6,1,10,2,False,False
qwen3_4b,train,20226780,generation_3,1,6,0,10,1,False,False
qwen3_4b,train,20331935,generation_1,0,3,0,3,0,True,True
qwen3_4b,train,20331935,generation_2,0,3,0,3,0,True,True
qwen3_4b,train,20331935,generation_3,0,3,0,3,0,True,True
qwen3_4b,train,20335448,generation_1,0,12,12,24,12,True,False
qwen3_4b,train,20335448,generation_2,0,12,9,24,9,True,False
qwen3_4b,train,20335448,generation_3,1,12,10,24,11,False,False
qwen3_4b,train,20367983,generation_1,1,4,0,3,1,False,False
qwen3_4b,train,20367983,generation_2,1,4,0,3,1,False,False
qwen3_4b,train,20367983,generation_3,1,4,0,3,1,False,False
qwen3_4b,train,20401977,generation_1,0,3,0,0,0,True,True
qwen3_4b,train,20401977,generation_2,0,3,0,0,0,True,True
qwen3_4b,train,20401977,generation_3,0,3,0,0,0,True,True
qwen3_4b,train,20415560,generation_1,1,7,2,8,3,False,False
qwen3_4b,train,20415560,generation_2,0,7,1,8,1,True,False
qwen3_4b,train,20415560,generation_3,0,7,0,8,0,True,True
qwen3_4b,train,20428796,generation_1,7,9,3,13,10,False,False
qwen3_4b,train,20428796,generation_2,6,9,4,13,10,False,False
qwen3_4b,train,20428796,generation_3,7,9,4,13,11,False,False
qwen3_4b,train,20431083,generation_1,1,2,0,1,1,False,False
qwen3_4b,train,20431083,generation_2,1,2,0,1,1,False,False
qwen3_4b,train,20431083,generation_3,1,2,1,1,2,False,False
qwen3_4b,train,20447294,generation_1,0,8,5,19,5,True,False
qwen3_4b,train,20447294,generation_2,0,8,5,19,5,True,False
qwen3_4b,train,20447294,generation_3,0,8,5,19,5,True,False
qwen3_4b,train,20477932,generation_1,5,14,6,22,11,False,False
qwen3_4b,train,20477932,generation_2,6,14,12,22,18,False,False
qwen3_4b,train,20477932,generation_3,7,14,5,22,12,False,False
qwen3_4b,train,20510337,generation_1,6,26,12,127,18,False,False
qwen3_4b,train,20510337,generation_2,5,26,15,127,20,False,False
qwen3_4b,train,20510337,generation_3,8,26,11,127,19,False,False
qwen3_4b,train,20520283,generation_1,1,6,1,8,2,False,False
qwen3_4b,train,20520283,generation_2,2,6,1,8,3,False,False
qwen3_4b,train,20520283,generation_3,1,6,1,8,2,False,False
qwen3_4b,train,20523265,generation_1,0,8,0,28,0,True,True
qwen3_4b,train,20523265,generation_2,0,8,0,28,0,True,True
qwen3_4b,train,20523265,generation_3,0,8,0,28,0,True,True
qwen3_4b,train,20528871,generation_1,0,3,6,9,6,True,False
qwen3_4b,train,20528871,generation_2,1,3,6,9,7,False,False
qwen3_4b,train,20528871,generation_3,0,3,6,9,6,True,False
qwen3_4b,train,20533999,generation_1,4,9,4,5,8,False,False
qwen3_4b,train,20533999,generation_2,6,9,4,5,10,False,False
qwen3_4b,train,20533999,generation_3,3,9,4,5,7,False,False
qwen3_4b,train,20534142,generation_1,3,14,6,14,9,False,False
qwen3_4b,train,20534142,generation_2,2,14,1,14,3,False,False
