model,split,paper_id,generation,rel_idx,num_relations,num_entities,abstract_words,entity_a,type_a,relation_type,entity_b,type_b,prob_supported
qwen3_4b,dev,26684240,generation_1,23,51,56,238,V600E,SequenceVariant,Association,NET,DiseaseOrPhenotypicFeature,0.9922595620155334
qwen3_4b,dev,26684240,generation_1,24,51,56,238,V600E,SequenceVariant,Negative_Correlation,pazopanib,ChemicalEntity,0.9677496552467346
qwen3_4b,dev,26684240,generation_1,25,51,56,238,V600E,SequenceVariant,Association,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,0.9938259720802307
qwen3_4b,dev,26684240,generation_1,26,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,G593S,SequenceVariant,0.997368574142456
qwen3_4b,dev,26684240,generation_1,27,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Negative_Correlation,pazopanib,ChemicalEntity,0.9662489295005798
qwen3_4b,dev,26684240,generation_1,28,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,VHL,GeneOrGeneProduct,0.9978770017623901
qwen3_4b,dev,26684240,generation_1,29,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,TBC1D12,GeneOrGeneProduct,0.998077392578125
qwen3_4b,dev,26684240,generation_1,30,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,SPEN,GeneOrGeneProduct,0.9982613921165466
qwen3_4b,dev,26684240,generation_1,31,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,SMARCB1,GeneOrGeneProduct,0.998028576374054
qwen3_4b,dev,26684240,generation_1,32,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,RASA1,GeneOrGeneProduct,0.9982908368110657
qwen3_4b,dev,26684240,generation_1,33,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,PTEN,GeneOrGeneProduct,0.9980568289756775
qwen3_4b,dev,26684240,generation_1,34,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,MLL3,GeneOrGeneProduct,0.998228132724762
qwen3_4b,dev,26684240,generation_1,35,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,MGA,GeneOrGeneProduct,0.9981796741485596
qwen3_4b,dev,26684240,generation_1,36,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,KRAS,GeneOrGeneProduct,0.9980546236038208
qwen3_4b,dev,26684240,generation_1,37,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,KDM6A,GeneOrGeneProduct,0.9982821941375732
qwen3_4b,dev,26684240,generation_1,38,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,ERBB3,GeneOrGeneProduct,0.9978664517402649
qwen3_4b,dev,26684240,generation_1,39,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,EP300,GeneOrGeneProduct,0.9981462955474854
qwen3_4b,dev,26684240,generation_1,40,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,EGFR,GeneOrGeneProduct,0.9982482194900513
qwen3_4b,dev,26684240,generation_1,41,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,CTNNB1,GeneOrGeneProduct,0.9979806542396545
qwen3_4b,dev,26684240,generation_1,42,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,BCOR,GeneOrGeneProduct,0.998244047164917
qwen3_4b,dev,26684240,generation_1,43,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,APC,GeneOrGeneProduct,0.99812251329422
qwen3_4b,dev,26684240,generation_1,44,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,RB1,GeneOrGeneProduct,0.9981564879417419
qwen3_4b,dev,26684240,generation_1,45,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,CNBD1,GeneOrGeneProduct,0.9979733824729919
qwen3_4b,dev,26684240,generation_1,46,51,56,238,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,TP53,GeneOrGeneProduct,0.0010121902450919151
qwen3_4b,dev,26684240,generation_1,47,51,56,238,BRAF,GeneOrGeneProduct,Association,NET,DiseaseOrPhenotypicFeature,0.9953243136405945
qwen3_4b,dev,26684240,generation_1,48,51,56,238,BRAF,GeneOrGeneProduct,Negative_Correlation,pazopanib,ChemicalEntity,0.9726303219795227
qwen3_4b,dev,26684240,generation_1,49,51,56,238,BRAF,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9938404560089111
qwen3_4b,dev,26684240,generation_1,50,51,56,238,BRAF,GeneOrGeneProduct,Association,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,0.9960095882415771
qwen3_4b,dev,26684240,generation_2,0,51,56,235,G593S,SequenceVariant,Association,NET,DiseaseOrPhenotypicFeature,0.9918679594993591
qwen3_4b,dev,26684240,generation_2,1,51,56,235,intestine NETs,DiseaseOrPhenotypicFeature,Negative_Correlation,pazopanib,ChemicalEntity,0.9660340547561646
qwen3_4b,dev,26684240,generation_2,2,51,56,235,intestine NETs,DiseaseOrPhenotypicFeature,Association,V600E,SequenceVariant,0.9944287538528442
qwen3_4b,dev,26684240,generation_2,3,51,56,235,intestine NETs,DiseaseOrPhenotypicFeature,Association,BRAF,GeneOrGeneProduct,0.9972639083862305
qwen3_4b,dev,26684240,generation_2,4,51,56,235,VHL,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9914206266403198
qwen3_4b,dev,26684240,generation_2,5,51,56,235,TBC1D12,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9886114001274109
qwen3_4b,dev,26684240,generation_2,6,51,56,235,SPEN,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9855687022209167
qwen3_4b,dev,26684240,generation_2,7,51,56,235,SMARCB1,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9927799105644226
qwen3_4b,dev,26684240,generation_2,8,51,56,235,RASA1,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9710376858711243
qwen3_4b,dev,26684240,generation_2,9,51,56,235,PTEN,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9788278937339783
qwen3_4b,dev,26684240,generation_2,10,51,56,235,MLL3,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9913564920425415
qwen3_4b,dev,26684240,generation_2,11,51,56,235,MGA,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.0003459048457443714
qwen3_4b,dev,26684240,generation_2,12,51,56,235,KRAS,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9927465319633484
qwen3_4b,dev,26684240,generation_2,13,51,56,235,KDM6A,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9913585186004639
qwen3_4b,dev,26684240,generation_2,14,51,56,235,EP300,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9784546494483948
qwen3_4b,dev,26684240,generation_2,15,51,56,235,EGFR,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.324002206325531
qwen3_4b,dev,26684240,generation_2,16,51,56,235,CTNNB1,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9946117401123047
qwen3_4b,dev,26684240,generation_2,17,51,56,235,BCOR,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.0012753631453961134
qwen3_4b,dev,26684240,generation_2,18,51,56,235,APC,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9769548177719116
qwen3_4b,dev,26684240,generation_2,19,51,56,235,RB1,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.003686691401526332
qwen3_4b,dev,26684240,generation_2,20,51,56,235,CNBD1,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.03570520505309105
qwen3_4b,dev,26684240,generation_2,21,51,56,235,cancer,DiseaseOrPhenotypicFeature,Association,ERBB3,GeneOrGeneProduct,0.9978452920913696
qwen3_4b,dev,26684240,generation_2,22,51,56,235,TP53,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9941551089286804
qwen3_4b,dev,26684240,generation_2,23,51,56,235,V600E,SequenceVariant,Association,NET,DiseaseOrPhenotypicFeature,0.9799394607543945
qwen3_4b,dev,26684240,generation_2,24,51,56,235,V600E,SequenceVariant,Negative_Correlation,pazopanib,ChemicalEntity,0.9672037959098816
qwen3_4b,dev,26684240,generation_2,25,51,56,235,V600E,SequenceVariant,Association,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,0.9783449172973633
qwen3_4b,dev,26684240,generation_2,26,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,G593S,SequenceVariant,0.9969203472137451
qwen3_4b,dev,26684240,generation_2,27,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Negative_Correlation,pazopanib,ChemicalEntity,0.9613415598869324
qwen3_4b,dev,26684240,generation_2,28,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,VHL,GeneOrGeneProduct,0.9979504942893982
qwen3_4b,dev,26684240,generation_2,29,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,TBC1D12,GeneOrGeneProduct,0.9980741739273071
qwen3_4b,dev,26684240,generation_2,30,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,SPEN,GeneOrGeneProduct,0.9980555772781372
qwen3_4b,dev,26684240,generation_2,31,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,SMARCB1,GeneOrGeneProduct,0.9979299306869507
qwen3_4b,dev,26684240,generation_2,32,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,RASA1,GeneOrGeneProduct,0.9981980919837952
qwen3_4b,dev,26684240,generation_2,33,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,PTEN,GeneOrGeneProduct,0.9978356957435608
qwen3_4b,dev,26684240,generation_2,34,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,MLL3,GeneOrGeneProduct,0.998049259185791
qwen3_4b,dev,26684240,generation_2,35,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,MGA,GeneOrGeneProduct,0.9977002739906311
qwen3_4b,dev,26684240,generation_2,36,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,KRAS,GeneOrGeneProduct,0.9980442523956299
qwen3_4b,dev,26684240,generation_2,37,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,KDM6A,GeneOrGeneProduct,0.9980961680412292
qwen3_4b,dev,26684240,generation_2,38,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,ERBB3,GeneOrGeneProduct,0.9979123473167419
qwen3_4b,dev,26684240,generation_2,39,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,EP300,GeneOrGeneProduct,0.9979726672172546
qwen3_4b,dev,26684240,generation_2,40,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,EGFR,GeneOrGeneProduct,0.9981440305709839
qwen3_4b,dev,26684240,generation_2,41,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,CTNNB1,GeneOrGeneProduct,0.9978951215744019
qwen3_4b,dev,26684240,generation_2,42,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,BCOR,GeneOrGeneProduct,0.9980757236480713
qwen3_4b,dev,26684240,generation_2,43,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,APC,GeneOrGeneProduct,0.9980289340019226
qwen3_4b,dev,26684240,generation_2,44,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,RB1,GeneOrGeneProduct,0.998042106628418
qwen3_4b,dev,26684240,generation_2,45,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,CNBD1,GeneOrGeneProduct,0.9978693723678589
qwen3_4b,dev,26684240,generation_2,46,51,56,235,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,TP53,GeneOrGeneProduct,0.00032815535087138414
qwen3_4b,dev,26684240,generation_2,47,51,56,235,BRAF,GeneOrGeneProduct,Association,NET,DiseaseOrPhenotypicFeature,0.9944339394569397
qwen3_4b,dev,26684240,generation_2,48,51,56,235,BRAF,GeneOrGeneProduct,Negative_Correlation,pazopanib,ChemicalEntity,0.9721998572349548
qwen3_4b,dev,26684240,generation_2,49,51,56,235,BRAF,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9932723641395569
qwen3_4b,dev,26684240,generation_2,50,51,56,235,BRAF,GeneOrGeneProduct,Association,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,0.9866450428962708
qwen3_4b,dev,26684240,generation_3,0,51,56,234,G593S,SequenceVariant,Association,NET,DiseaseOrPhenotypicFeature,0.9926389455795288
qwen3_4b,dev,26684240,generation_3,1,51,56,234,intestine NETs,DiseaseOrPhenotypicFeature,Negative_Correlation,pazopanib,ChemicalEntity,0.9732953906059265
qwen3_4b,dev,26684240,generation_3,2,51,56,234,intestine NETs,DiseaseOrPhenotypicFeature,Association,V600E,SequenceVariant,0.9948415160179138
qwen3_4b,dev,26684240,generation_3,3,51,56,234,intestine NETs,DiseaseOrPhenotypicFeature,Association,BRAF,GeneOrGeneProduct,0.9966002106666565
qwen3_4b,dev,26684240,generation_3,4,51,56,234,VHL,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9796375632286072
qwen3_4b,dev,26684240,generation_3,5,51,56,234,TBC1D12,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9939760565757751
qwen3_4b,dev,26684240,generation_3,6,51,56,234,SPEN,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9847588539123535
qwen3_4b,dev,26684240,generation_3,7,51,56,234,SMARCB1,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9940581321716309
qwen3_4b,dev,26684240,generation_3,8,51,56,234,RASA1,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.6913864612579346
qwen3_4b,dev,26684240,generation_3,9,51,56,234,PTEN,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.06574156135320663
qwen3_4b,dev,26684240,generation_3,10,51,56,234,MLL3,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9923965334892273
qwen3_4b,dev,26684240,generation_3,11,51,56,234,MGA,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.00039256259333342314
qwen3_4b,dev,26684240,generation_3,12,51,56,234,KRAS,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9886337518692017
qwen3_4b,dev,26684240,generation_3,13,51,56,234,KDM6A,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9929057359695435
qwen3_4b,dev,26684240,generation_3,14,51,56,234,EP300,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.991981029510498
qwen3_4b,dev,26684240,generation_3,15,51,56,234,EGFR,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9943102598190308
qwen3_4b,dev,26684240,generation_3,16,51,56,234,CTNNB1,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9325922131538391
qwen3_4b,dev,26684240,generation_3,17,51,56,234,BCOR,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.00067061313893646
qwen3_4b,dev,26684240,generation_3,18,51,56,234,APC,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.004196666646748781
qwen3_4b,dev,26684240,generation_3,19,51,56,234,RB1,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.0009733429760672152
qwen3_4b,dev,26684240,generation_3,20,51,56,234,CNBD1,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.0013725125463679433
qwen3_4b,dev,26684240,generation_3,21,51,56,234,cancer,DiseaseOrPhenotypicFeature,Association,ERBB3,GeneOrGeneProduct,0.998035728931427
qwen3_4b,dev,26684240,generation_3,22,51,56,234,TP53,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9946398138999939
qwen3_4b,dev,26684240,generation_3,23,51,56,234,V600E,SequenceVariant,Association,NET,DiseaseOrPhenotypicFeature,0.9939815402030945
qwen3_4b,dev,26684240,generation_3,24,51,56,234,V600E,SequenceVariant,Negative_Correlation,pazopanib,ChemicalEntity,0.9672706127166748
qwen3_4b,dev,26684240,generation_3,25,51,56,234,V600E,SequenceVariant,Association,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,0.9942626357078552
qwen3_4b,dev,26684240,generation_3,26,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,G593S,SequenceVariant,0.9974986910820007
qwen3_4b,dev,26684240,generation_3,27,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Negative_Correlation,pazopanib,ChemicalEntity,0.9680468440055847
qwen3_4b,dev,26684240,generation_3,28,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,VHL,GeneOrGeneProduct,0.9979189038276672
qwen3_4b,dev,26684240,generation_3,29,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,TBC1D12,GeneOrGeneProduct,0.9981335997581482
qwen3_4b,dev,26684240,generation_3,30,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,SPEN,GeneOrGeneProduct,0.9982388019561768
qwen3_4b,dev,26684240,generation_3,31,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,SMARCB1,GeneOrGeneProduct,0.998137354850769
qwen3_4b,dev,26684240,generation_3,32,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,RASA1,GeneOrGeneProduct,0.998273491859436
qwen3_4b,dev,26684240,generation_3,33,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,PTEN,GeneOrGeneProduct,0.9981133937835693
qwen3_4b,dev,26684240,generation_3,34,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,MLL3,GeneOrGeneProduct,0.9982031583786011
qwen3_4b,dev,26684240,generation_3,35,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,MGA,GeneOrGeneProduct,0.9982209801673889
qwen3_4b,dev,26684240,generation_3,36,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,KRAS,GeneOrGeneProduct,0.9980949759483337
qwen3_4b,dev,26684240,generation_3,37,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,KDM6A,GeneOrGeneProduct,0.998275637626648
qwen3_4b,dev,26684240,generation_3,38,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,ERBB3,GeneOrGeneProduct,0.997951328754425
qwen3_4b,dev,26684240,generation_3,39,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,EP300,GeneOrGeneProduct,0.9981447458267212
qwen3_4b,dev,26684240,generation_3,40,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,EGFR,GeneOrGeneProduct,0.997956395149231
qwen3_4b,dev,26684240,generation_3,41,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,CTNNB1,GeneOrGeneProduct,0.9982396364212036
qwen3_4b,dev,26684240,generation_3,42,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,BCOR,GeneOrGeneProduct,0.9982176423072815
qwen3_4b,dev,26684240,generation_3,43,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,APC,GeneOrGeneProduct,0.9982057809829712
qwen3_4b,dev,26684240,generation_3,44,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,RB1,GeneOrGeneProduct,0.9982243180274963
qwen3_4b,dev,26684240,generation_3,45,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,CNBD1,GeneOrGeneProduct,0.9981849789619446
qwen3_4b,dev,26684240,generation_3,46,51,56,234,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,Association,TP53,GeneOrGeneProduct,0.0019164171535521746
qwen3_4b,dev,26684240,generation_3,47,51,56,234,BRAF,GeneOrGeneProduct,Association,NET,DiseaseOrPhenotypicFeature,0.9945245981216431
qwen3_4b,dev,26684240,generation_3,48,51,56,234,BRAF,GeneOrGeneProduct,Negative_Correlation,pazopanib,ChemicalEntity,0.9722889065742493
qwen3_4b,dev,26684240,generation_3,49,51,56,234,BRAF,GeneOrGeneProduct,Association,cancer,DiseaseOrPhenotypicFeature,0.9943581223487854
qwen3_4b,dev,26684240,generation_3,50,51,56,234,BRAF,GeneOrGeneProduct,Association,gastroenteropancreatic neuroendocrine tumors,DiseaseOrPhenotypicFeature,0.9955769777297974
qwen3_4b,dev,27707793,generation_1,0,5,20,171,cardiotoxin,ChemicalEntity,Positive_Correlation,muscle injury,DiseaseOrPhenotypicFeature,0.9554824829101562
qwen3_4b,dev,27707793,generation_1,1,5,20,171,miR-501,GeneOrGeneProduct,Association,"chloride channel, voltage-sensitive 5",GeneOrGeneProduct,0.25959688425064087
qwen3_4b,dev,27707793,generation_1,2,5,20,171,miR-501,GeneOrGeneProduct,Association,muscle injury,DiseaseOrPhenotypicFeature,0.9918842315673828
qwen3_4b,dev,27707793,generation_1,3,5,20,171,miR-501,GeneOrGeneProduct,Negative_Correlation,myosin heavy chain,GeneOrGeneProduct,0.1395667940378189
qwen3_4b,dev,27707793,generation_1,4,5,20,171,gigaxonin,GeneOrGeneProduct,Negative_Correlation,miR-501,GeneOrGeneProduct,0.0150839164853096
qwen3_4b,dev,27707793,generation_2,0,5,20,133,cardiotoxin,ChemicalEntity,Positive_Correlation,muscle injury,DiseaseOrPhenotypicFeature,0.0012983677443116903
qwen3_4b,dev,27707793,generation_2,1,5,20,133,miR-501,GeneOrGeneProduct,Association,"chloride channel, voltage-sensitive 5",GeneOrGeneProduct,0.9233272075653076
qwen3_4b,dev,27707793,generation_2,2,5,20,133,miR-501,GeneOrGeneProduct,Association,muscle injury,DiseaseOrPhenotypicFeature,0.99053555727005
qwen3_4b,dev,27707793,generation_2,3,5,20,133,miR-501,GeneOrGeneProduct,Negative_Correlation,myosin heavy chain,GeneOrGeneProduct,0.49049317836761475
qwen3_4b,dev,27707793,generation_2,4,5,20,133,gigaxonin,GeneOrGeneProduct,Negative_Correlation,miR-501,GeneOrGeneProduct,0.0010920556960627437
qwen3_4b,dev,27707793,generation_3,0,5,20,168,cardiotoxin,ChemicalEntity,Positive_Correlation,muscle injury,DiseaseOrPhenotypicFeature,0.9662468433380127
qwen3_4b,dev,27707793,generation_3,1,5,20,168,miR-501,GeneOrGeneProduct,Association,"chloride channel, voltage-sensitive 5",GeneOrGeneProduct,0.9932565689086914
qwen3_4b,dev,27707793,generation_3,2,5,20,168,miR-501,GeneOrGeneProduct,Association,muscle injury,DiseaseOrPhenotypicFeature,0.994866132736206
qwen3_4b,dev,27707793,generation_3,3,5,20,168,miR-501,GeneOrGeneProduct,Negative_Correlation,myosin heavy chain,GeneOrGeneProduct,0.007557924836874008
qwen3_4b,dev,27707793,generation_3,4,5,20,168,gigaxonin,GeneOrGeneProduct,Negative_Correlation,miR-501,GeneOrGeneProduct,0.002341942163184285
qwen3_4b,dev,21799811,generation_1,0,4,16,133,677 C>T,SequenceVariant,Positive_Correlation,male infertility,DiseaseOrPhenotypicFeature,0.9706692099571228
qwen3_4b,dev,21799811,generation_1,1,4,16,133,MTHFR,GeneOrGeneProduct,Association,methionine,ChemicalEntity,0.846272349357605
qwen3_4b,dev,21799811,generation_1,2,4,16,133,MTHFR,GeneOrGeneProduct,Association,folate,ChemicalEntity,0.9487345814704895
qwen3_4b,dev,21799811,generation_1,3,4,16,133,MTHFR,GeneOrGeneProduct,Association,male infertility,DiseaseOrPhenotypicFeature,0.9934985637664795
qwen3_4b,dev,21799811,generation_2,0,4,16,137,677 C>T,SequenceVariant,Positive_Correlation,male infertility,DiseaseOrPhenotypicFeature,0.9750017523765564
qwen3_4b,dev,21799811,generation_2,1,4,16,137,MTHFR,GeneOrGeneProduct,Association,methionine,ChemicalEntity,0.9946911931037903
qwen3_4b,dev,21799811,generation_2,2,4,16,137,MTHFR,GeneOrGeneProduct,Association,folate,ChemicalEntity,0.9915273785591125
qwen3_4b,dev,21799811,generation_2,3,4,16,137,MTHFR,GeneOrGeneProduct,Association,male infertility,DiseaseOrPhenotypicFeature,0.9948042035102844
qwen3_4b,dev,21799811,generation_3,0,4,16,154,677 C>T,SequenceVariant,Positive_Correlation,male infertility,DiseaseOrPhenotypicFeature,0.9719288349151611
qwen3_4b,dev,21799811,generation_3,1,4,16,154,MTHFR,GeneOrGeneProduct,Association,methionine,ChemicalEntity,0.9909085631370544
qwen3_4b,dev,21799811,generation_3,2,4,16,154,MTHFR,GeneOrGeneProduct,Association,folate,ChemicalEntity,0.9901511669158936
qwen3_4b,dev,21799811,generation_3,3,4,16,154,MTHFR,GeneOrGeneProduct,Association,male infertility,DiseaseOrPhenotypicFeature,0.9949386119842529
qwen3_4b,dev,15951966,generation_1,0,2,17,170,MLH1,GeneOrGeneProduct,Association,HNPCC,DiseaseOrPhenotypicFeature,0.9920086860656738
qwen3_4b,dev,15951966,generation_1,1,2,17,170,MSH2,GeneOrGeneProduct,Association,HNPCC,DiseaseOrPhenotypicFeature,0.9901220202445984
qwen3_4b,dev,15951966,generation_2,0,2,17,157,MLH1,GeneOrGeneProduct,Association,HNPCC,DiseaseOrPhenotypicFeature,0.9935885667800903
qwen3_4b,dev,15951966,generation_2,1,2,17,157,MSH2,GeneOrGeneProduct,Association,HNPCC,DiseaseOrPhenotypicFeature,0.9936925172805786
qwen3_4b,dev,15951966,generation_3,0,2,17,168,MLH1,GeneOrGeneProduct,Association,HNPCC,DiseaseOrPhenotypicFeature,0.9926785230636597
qwen3_4b,dev,15951966,generation_3,1,2,17,168,MSH2,GeneOrGeneProduct,Association,HNPCC,DiseaseOrPhenotypicFeature,0.9904152154922485
